,영화,리뷰,평점,site,okt_review,okt_details,okt_polarity
1816,겨울왕국 2,ㄱ쿼뤙ㄴ 후ㅇ 튜ㅇㄴ,10.0,naver,"[('쿼뤙', 'Noun'), ('후', 'Noun'), ('튜', 'Noun')]",[],0.0
1817,겨울왕국 2,영상미와는 좋았지만 스토리가 주로 세계관 설명에 집중한 같아서 그다지 공감은 가지 않았습니다 겨울왕국은 1이짱 임근데울 언니는 2도 재밌게 봤다고 함,6.0,naver,"[('영', 'Modifier'), ('상미', 'Noun'), ('와는', 'Josa'), ('좋다', 'Adjective'), ('스토리', 'Noun'), ('가', 'Josa'), ('주로', 'Noun'), ('세계관', 'Noun'), ('설명', 'Noun'), ('에', 'Josa'), ('집중', 'Noun'), ('한', 'Josa'), ('같다', 'Adjective'), ('그다지', 'Noun'), ('공감', 'Noun'), ('은', 'Josa'), ('가지', 'Noun'), ('않다', 'Verb'), ('겨울왕국', 'Noun'), ('은', 'Josa'), ('1', 'Number'), ('이', 'Determiner'), ('짱', 'Noun'), ('임', 'Noun'), ('근데', 'Adverb'), ('울', 'Noun'), ('언니', 'Noun'), ('는', 'Josa'), ('2', 'Number'), ('도', 'Noun'), ('재밌다', 'Adjective'), ('보다', 'Verb'), ('함', 'Noun')]","[[3, [('좋다', 'Adjective')], 2.0]]",2.0
1818,겨울왕국 2,너무 슬프고 재밌고 연출짱,10.0,naver,"[('너무', 'Adverb'), ('슬프다', 'Adjective'), ('재밌다', 'Adjective'), ('연출', 'Noun'), ('짱', 'Suffix')]","[[1, [('슬프다', 'Adjective')], -2.0]]",-2.0
1819,겨울왕국 2,진짜 최고 영화는 무조건 영화관에서 봐야 하는 영화,10.0,naver,"[('진짜', 'Noun'), ('최고', 'Noun'), ('영화', 'Noun'), ('는', 'Josa'), ('무조건', 'Noun'), ('영화관', 'Noun'), ('에서', 'Josa'), ('보다', 'Verb'), ('하다', 'Verb'), ('영화', 'Noun')]","[[1, [('최고', 'Noun')], 2.0]]",2.0
1820,겨울왕국 2,겨울왕국 1보다는 노래를 따라 부르기 어렵지만 역시 디즈니라는 걸 다시 깨닭게 되는 영화네요 보고 나면 가슴이 웅장해져요 보고 나서 파워 워킹을 하며 극장을 나갈 수 있는 영화,10.0,naver,"[('겨울왕국', 'Noun'), ('1', 'Number'), ('보다는', 'Josa'), ('노래', 'Noun'), ('를', 'Josa'), ('따르다', 'Verb'), ('부르다', 'Verb'), ('어렵다', 'Adjective'), ('역시', 'Noun'), ('디즈니', 'Noun'), ('라는', 'Josa'), ('걸', 'Noun'), ('다시', 'Noun'), ('깨닭', 'Noun'), ('게', 'Josa'), ('되다', 'Verb'), ('영화', 'Noun'), ('네', 'Suffix'), ('요', 'Josa'), ('보고', 'Noun'), ('나다', 'Verb'), ('가슴', 'Noun'), ('이', 'Josa'), ('웅장', 'Noun'), ('하다', 'Verb'), ('보고', 'Noun'), ('나서다', 'Verb'), ('파워', 'Noun'), ('워킹', 'Noun'), ('을', 'Josa'), ('하다', 'Verb'), ('극장', 'Noun'), ('을', 'Josa'), ('나가다', 'Verb'), ('수', 'Noun'), ('있다', 'Adjective'), ('영화', 'Noun')]","[[7, [('어렵다', 'Adjective')], -2.0]]",-2.0
1821,겨울왕국 2,겨울왕국 1보다도 좋고 스토리도 나쁘지 않아서 추천합니다,9.0,naver,"[('겨울왕국', 'Noun'), ('1', 'Number'), ('보다도', 'Josa'), ('좋다', 'Adjective'), ('스토리', 'Noun'), ('도', 'Josa'), ('나쁘다', 'Adjective'), ('않다', 'Verb'), ('추천', 'Noun'), ('하다', 'Verb')]","[[8, [('추천', 'Noun'), ('하다', 'Verb')], 1.0], [3, [('좋다', 'Adjective')], 2.0], [6, [('나쁘다', 'Adjective')], -2.0]]",0.0
1822,겨울왕국 2,보면서 감동해 서울었어요 내용이 가슴을 울리는 느낌이랄까엘사가 살면서 힘든 점들이 많았는데 모든 것이 다 이유가 있었구나 싶더라고 요뜻은 이루는 게 아니고 모두의 조화합이 중요하구나 싶고요,10.0,naver,"[('보다', 'Verb'), ('감동', 'Noun'), ('하다', 'Verb'), ('서다', 'Verb'), ('내용', 'Noun'), ('이', 'Josa'), ('가슴', 'Noun'), ('을', 'Josa'), ('울리다', 'Verb'), ('느낌', 'Noun'), ('이', 'Josa'), ('랄', 'Noun'), ('끄다', 'Verb'), ('엘사', 'Noun'), ('가', 'Josa'), ('살다', 'Verb'), ('힘드다', 'Adjective'), ('점', 'Noun'), ('들', 'Suffix'), ('이', 'Josa'), ('많다', 'Adjective'), ('모든', 'Noun'), ('것', 'Noun'), ('이', 'Josa'), ('다', 'Adverb'), ('이유', 'Noun'), ('가', 'Josa'), ('있다', 'Adjective'), ('싶다', 'Verb'), ('요', 'Modifier'), ('뜻', 'Noun'), ('은', 'Josa'), ('이루다', 'Verb'), ('게', 'Noun'), ('아니다', 'Adjective'), ('모두', 'Noun'), ('의', 'Josa'), ('조', 'Modifier'), ('화합', 'Noun'), ('이', 'Josa'), ('중요하다', 'Adjective'), ('싶다', 'Verb')]","[[1, [('감동', 'Noun'), ('하다', 'Verb')], 2.0], [20, [('많다', 'Adjective')], 2.0], [32, [('이루다', 'Verb')], 1.0], [34, [('아니다', 'Adjective')], -2.0], [38, [('화합', 'Noun')], 1.0], [40, [('중요하다', 'Adjective')], 1.0]]",5.0
1823,겨울왕국 2,정말 재밌어요 지금 영화관에서 2번집에서 5번이나 봤어요 엄마의 반대를 무릅쓰고까지 본 1,10.0,naver,"[('정말', 'Noun'), ('재밌다', 'Adjective'), ('지금', 'Noun'), ('영화관', 'Noun'), ('에서', 'Josa'), ('2', 'Number'), ('번집', 'Noun'), ('에서', 'Josa'), ('5', 'Number'), ('번', 'Noun'), ('이나', 'Josa'), ('보다', 'Verb'), ('엄마', 'Noun'), ('의', 'Josa'), ('반대', 'Noun'), ('를', 'Josa'), ('무릅쓰고', 'Noun'), ('까지', 'Josa'), ('보다', 'Verb'), ('1', 'Number')]",[],0.0
1824,겨울왕국 2,1편보다 더욱 커진 스케일 화려한 연출 더 탄탄해진 스토리 영화의 분위기는 1편보다 어두웠다는 1편의 렛잇고가 너무 파격적이었다,10.0,naver,"[('1', 'Number'), ('편', 'Noun'), ('보다', 'Josa'), ('더욱', 'Noun'), ('커지다', 'Verb'), ('스케일', 'Noun'), ('화려하다', 'Adjective'), ('연출', 'Noun'), ('더', 'Noun'), ('탄탄하다', 'Adjective'), ('스토리', 'Noun'), ('영화', 'Noun'), ('의', 'Josa'), ('분위기', 'Noun'), ('는', 'Josa'), ('1', 'Number'), ('편', 'Noun'), ('보다', 'Josa'), ('어둡다', 'Adjective'), ('1', 'Number'), ('편의', 'Noun'), ('렛잇고', 'Noun'), ('가', 'Josa'), ('너무', 'Adverb'), ('파격', 'Noun'), ('적', 'Suffix'), ('이다', 'Verb')]","[[6, [('화려하다', 'Adjective')], 1.0], [9, [('탄탄하다', 'Adjective')], 1.0], [18, [('어둡다', 'Adjective')], -1.0]]",1.0
1825,겨울왕국 2,완전 추천하는 애니메이션 진짜 개꿀잼 2년 지난 지금도 머리 속에서 기억 남띵작,10.0,naver,"[('완전', 'Noun'), ('추천', 'Noun'), ('하다', 'Verb'), ('애니메이션', 'Noun'), ('진짜', 'Noun'), ('개꿀잼', 'Noun'), ('2년', 'Number'), ('지난', 'Noun'), ('지금', 'Noun'), ('도', 'Josa'), ('머리', 'Noun'), ('속', 'Noun'), ('에서', 'Josa'), ('기억', 'Noun'), ('남', 'Noun'), ('띵작', 'Noun')]","[[1, [('추천', 'Noun'), ('하다', 'Verb')], 1.0]]",0.0
1826,겨울왕국 2,빼곤 아무것도 없음 그냥 겨울왕국은 1편으로 끝냈는 게 가장 멋있었을 같았는데 진짜 실망만 하고 나옴,2.0,naver,"[('빼다', 'Verb'), ('아무', 'Modifier'), ('것', 'Noun'), ('도', 'Josa'), ('없다', 'Adjective'), ('그냥', 'Noun'), ('겨울왕국', 'Noun'), ('은', 'Josa'), ('1', 'Number'), ('편', 'Noun'), ('으로', 'Josa'), ('끝내다', 'Verb'), ('게', 'Noun'), ('가장', 'Noun'), ('멋있다', 'Adjective'), ('같다', 'Adjective'), ('진짜', 'Noun'), ('실망', 'Noun'), ('만', 'Josa'), ('하다', 'Verb'), ('나오다', 'Verb')]","[[4, [('없다', 'Adjective')], -1.0], [14, [('멋있다', 'Adjective')], 2.0], [17, [('실망', 'Noun')], -2.0]]",-1.0
1827,겨울왕국 2,개봉하자마자 친구들 모아서 보러 갔었는데 아직까지도 내용이 생생하게 기억나네요 최고입니다,10.0,naver,"[('개봉', 'Noun'), ('하', 'Suffix'), ('자마자', 'Noun'), ('친구', 'Noun'), ('들', 'Suffix'), ('모으다', 'Verb'), ('보다', 'Verb'), ('가다', 'Verb'), ('아직', 'Adverb'), ('까지도', 'Josa'), ('내용', 'Noun'), ('이', 'Josa'), ('생생하다', 'Adjective'), ('기억나다', 'Verb'), ('최고', 'Noun'), ('이다', 'Adjective')]","[[3, [('친구', 'Noun')], 1.0], [12, [('생생하다', 'Adjective')], 1.0], [14, [('최고', 'Noun')], 2.0]]",4.0
1828,겨울왕국 2,미안한데 노래 말곤 인상이 깊진 않았음,1.0,naver,"[('미안하다', 'Adjective'), ('노래', 'Noun'), ('말다', 'Verb'), ('인상', 'Noun'), ('이', 'Josa'), ('깊다', 'Adjective'), ('않다', 'Verb')]","[[0, [('미안하다', 'Adjective')], -1.0]]",-1.0
1829,겨울왕국 2,애니메이션 효과가 아름답네요,7.0,naver,"[('애니메이션', 'Noun'), ('효과', 'Noun'), ('가', 'Josa'), ('아름답다', 'Adjective')]","[[3, [('아름답다', 'Adjective')], 2.0]]",2.0
1830,겨울왕국 2,뭐랄까시리즈물이라기보다는 팬서비스 영화 느낌이 강하다 원래 만드려고 해서 만든 게 아닌 인기에 힘밉어 급하게 만든 감이 없지 않다,8.0,naver,"[('뭐라다', 'Verb'), ('시리즈', 'Noun'), ('물이', 'Noun'), ('라기보다는', 'Josa'), ('팬서비스', 'Noun'), ('영화', 'Noun'), ('느낌', 'Noun'), ('이', 'Josa'), ('강하다', 'Adjective'), ('원래', 'Noun'), ('만', 'Noun'), ('드리다', 'Verb'), ('하다', 'Verb'), ('만들다', 'Verb'), ('게', 'Noun'), ('아니다', 'Adjective'), ('인기', 'Noun'), ('에', 'Josa'), ('힘', 'Noun'), ('밉다', 'Adjective'), ('급하다', 'Adjective'), ('만들다', 'Verb'), ('감', 'Noun'), ('이', 'Josa'), ('없다', 'Adjective'), ('않다', 'Verb')]","[[8, [('강하다', 'Adjective')], 1.0], [15, [('아니다', 'Adjective')], -2.0], [16, [('인기', 'Noun')], 1.0], [19, [('밉다', 'Adjective')], -2.0], [20, [('급하다', 'Adjective')], -1.0], [24, [('없다', 'Adjective')], -1.0]]",-4.0
1831,겨울왕국 2,꽂혀서 극장에서만 5번인가 6번인가봤네요,10.0,naver,"[('꽂히다', 'Verb'), ('극장', 'Noun'), ('에서만', 'Josa'), ('5', 'Number'), ('번인', 'Noun'), ('가', 'Josa'), ('6', 'Number'), ('번인', 'Noun'), ('가보다', 'Verb')]",[],0.0
1832,겨울왕국 2,이야기부터 영상 퀄리티까지 너무 좋았고 너무 재미있었어요 인생 최고작입니당,10.0,naver,"[('이야기', 'Noun'), ('부터', 'Josa'), ('영상', 'Noun'), ('퀄리티', 'Noun'), ('까지', 'Josa'), ('너무', 'Adverb'), ('좋다', 'Adjective'), ('너무', 'Adverb'), ('재미있다', 'Adjective'), ('인생', 'Noun'), ('최고', 'Noun'), ('작', 'Noun'), ('이다', 'Adjective')]","[[6, [('좋다', 'Adjective')], 2.0], [8, [('재미있다', 'Adjective')], 2.0], [10, [('최고', 'Noun')], 2.0]]",6.0
1833,겨울왕국 2,개 좋아진짜 슬픔 포인트도 없는데 애기처럼 질질 짬 너무 웅장하고 그래픽도 스토리도 안 본 사람 제발 제발 엘사도 드레스도 이번 에 너무 예뻤고 퀄도 고고고퀄이라말로 표현할 수 없음,10.0,naver,"[('개', 'Noun'), ('좋아지다', 'Verb'), ('짜다', 'Verb'), ('슬픔', 'Noun'), ('포인트', 'Noun'), ('도', 'Josa'), ('없다', 'Adjective'), ('애기', 'Noun'), ('처럼', 'Josa'), ('질질', 'Noun'), ('짬', 'Noun'), ('너무', 'Adverb'), ('웅장', 'Noun'), ('하고', 'Josa'), ('그래픽', 'Noun'), ('도', 'Josa'), ('스토리', 'Noun'), ('도', 'Josa'), ('안', 'Noun'), ('보다', 'Verb'), ('사람', 'Noun'), ('제발', 'Noun'), ('제발', 'Noun'), ('엘사', 'Noun'), ('도', 'Josa'), ('드레스', 'Noun'), ('도', 'Josa'), ('이번', 'Noun'), ('에', 'Josa'), ('너무', 'Adverb'), ('예쁘다', 'Adjective'), ('퀄', 'Noun'), ('도', 'Josa'), ('고고', 'Noun'), ('고', 'Josa'), ('퀄', 'Noun'), ('이라', 'Josa'), ('말로', 'Noun'), ('표현', 'Noun'), ('하다', 'Verb'), ('수', 'Noun'), ('없다', 'Adjective')]","[[12, [('웅장', 'Noun'), ('하고', 'Josa')], 1.0], [1, [('좋아지다', 'Verb')], 2.0], [3, [('슬픔', 'Noun')], -2.0], [6, [('없다', 'Adjective')], -1.0], [30, [('예쁘다', 'Adjective')], 2.0], [41, [('없다', 'Adjective')], -1.0]]",0.0
1834,겨울왕국 2,스토리는 정말 재미없음 1편 캐릭터로 억지로 만들어 이어 붙인 같음 음악은 전작보다 못함,8.0,naver,"[('스토리', 'Noun'), ('는', 'Josa'), ('정말', 'Noun'), ('재미없다', 'Adjective'), ('1', 'Number'), ('편', 'Noun'), ('캐릭터', 'Noun'), ('로', 'Josa'), ('억지로', 'Noun'), ('만들다', 'Verb'), ('이다', 'Verb'), ('붙이다', 'Verb'), ('같다', 'Adjective'), ('음악', 'Noun'), ('은', 'Josa'), ('전작', 'Noun'), ('보다', 'Josa'), ('못', 'VerbPrefix'), ('하다', 'Verb')]","[[8, [('억지로', 'Noun'), ('만들다', 'Verb')], -1.0], [17, [('못', 'VerbPrefix'), ('하다', 'Verb')], -2.0], [3, [('재미없다', 'Adjective')], -1.0]]",-2.0
1835,겨울왕국 2,음애니로 만든 뮤지컬 보는 줄 크리스토퍼 나오는 장면은 너무 뜬금 없었고 갑자기 노래 불러서 더 어이 없었다 슈퍼맨대 베트맨 이후로 극장에서 자게 만든 두 번째 영화다,4.0,naver,"[('음', 'Noun'), ('애니', 'Noun'), ('로', 'Josa'), ('만들다', 'Verb'), ('뮤지컬', 'Noun'), ('보다', 'Verb'), ('줄', 'Noun'), ('크리스토퍼', 'Noun'), ('나오다', 'Verb'), ('장면', 'Noun'), ('은', 'Josa'), ('너무', 'Adverb'), ('뜬금', 'Noun'), ('없다', 'Adjective'), ('갑자기', 'Noun'), ('노래', 'Noun'), ('불다', 'Verb'), ('더', 'Noun'), ('어이', 'Noun'), ('없다', 'Adjective'), ('슈퍼맨', 'Noun'), ('대', 'Suffix'), ('베트맨', 'Noun'), ('이후', 'Noun'), ('로', 'Josa'), ('극장', 'Noun'), ('에서', 'Josa'), ('자게', 'Noun'), ('만들다', 'Verb'), ('두', 'Noun'), ('번째', 'Suffix'), ('영화', 'Noun'), ('다', 'Josa')]","[[13, [('없다', 'Adjective')], -1.0], [19, [('없다', 'Adjective')], -1.0]]",-2.0
1836,겨울왕국 2,진짜 최고의 영화별 5000개도 아깝지 않다,10.0,naver,"[('진짜', 'Noun'), ('최고', 'Noun'), ('의', 'Josa'), ('영화', 'Noun'), ('별', 'Noun'), ('5000', 'Number'), ('개도', 'Noun'), ('아깝다', 'Adjective'), ('않다', 'Verb')]","[[1, [('최고', 'Noun'), ('의', 'Josa')], 2.0], [7, [('아깝다', 'Adjective')], -1.0]]",1.0
1837,겨울왕국 2,전작과 같은 시퀀스 자본주의의 노예,1.0,naver,"[('전작', 'Noun'), ('과', 'Josa'), ('같다', 'Adjective'), ('시퀀스', 'Noun'), ('자본주의', 'Noun'), ('의', 'Josa'), ('노예', 'Noun')]","[[6, [('노예', 'Noun')], -2.0]]",-2.0
1838,겨울왕국 2,진짜 어렸을 때 보고 2나왔다고 해서 좋던지,10.0,naver,"[('진짜', 'Noun'), ('어리다', 'Verb'), ('때', 'Noun'), ('보고', 'Noun'), ('2', 'Number'), ('나오다', 'Verb'), ('하다', 'Verb'), ('좋다', 'Adjective')]","[[7, [('좋다', 'Adjective')], 2.0]]",2.0
1839,겨울왕국 2,2번째 보았는데 역시나 재미있네 요별점 5점 드립니다,10.0,naver,"[('2', 'Number'), ('번째', 'Suffix'), ('보다', 'Verb'), ('역시', 'Noun'), ('나', 'Josa'), ('재미있다', 'Adjective'), ('요', 'Modifier'), ('별', 'Modifier'), ('점', 'Noun'), ('5', 'Number'), ('점', 'Noun'), ('드리다', 'Verb')]","[[5, [('재미있다', 'Adjective')], 2.0]]",2.0
1840,겨울왕국 2,엘사 진 심 너 무너무 예쁘고 노래도 좋고 영상미도 너무 예쁘게 잘 나왔네 여,10.0,naver,"[('엘사', 'Noun'), ('진', 'Noun'), ('심', 'Noun'), ('너', 'Noun'), ('무', 'Noun'), ('너무', 'Adverb'), ('예쁘다', 'Adjective'), ('노래', 'Noun'), ('도', 'Josa'), ('좋다', 'Adjective'), ('영상', 'Noun'), ('미도', 'Noun'), ('너무', 'Adverb'), ('예쁘다', 'Adjective'), ('자다', 'Verb'), ('나오다', 'Verb'), ('여', 'Noun')]","[[6, [('예쁘다', 'Adjective')], 2.0], [9, [('좋다', 'Adjective')], 2.0], [13, [('예쁘다', 'Adjective')], 2.0]]",6.0
1841,겨울왕국 2,1편도 노래 때문에 떴지 2편도 그냥 시간 떼우기로 볼 만한 정도,7.0,naver,"[('1', 'Number'), ('편도', 'Noun'), ('노래', 'Noun'), ('때문', 'Noun'), ('에', 'Josa'), ('뜨다', 'Verb'), ('2', 'Number'), ('편도', 'Noun'), ('그냥', 'Noun'), ('시간', 'Noun'), ('떼다', 'Verb'), ('볼', 'Noun'), ('만', 'Noun'), ('한', 'Josa'), ('정도', 'Noun')]",[],0.0
1842,겨울왕국 2,명작입니다 영화를 만들어 주셔서 정말 감사합니다,10.0,naver,"[('명작', 'Noun'), ('이다', 'Adjective'), ('영화', 'Noun'), ('를', 'Josa'), ('만들다', 'Verb'), ('주다', 'Verb'), ('정말', 'Noun'), ('감사하다', 'Verb')]","[[7, [('감사하다', 'Verb')], 2.0]]",2.0
1843,겨울왕국 2,역시 픽사영화 잘 만든다기 대보다 더 재밌었고 색이 이 뻤어요 안보신분 꼭 보세영,10.0,naver,"[('역시', 'Noun'), ('픽사', 'Noun'), ('영화', 'Noun'), ('자다', 'Verb'), ('만들다', 'Verb'), ('대보다', 'Verb'), ('더', 'Noun'), ('재밌다', 'Adjective'), ('색', 'Noun'), ('이', 'Josa'), ('이', 'Noun'), ('뻤어', 'Noun'), ('요', 'Josa'), ('안보', 'Noun'), ('신분', 'Noun'), ('꼭', 'Noun'), ('보', 'Noun'), ('세영', 'Noun')]",[],0.0
1844,겨울왕국 2,디즈니가 디즈니 했다,10.0,naver,"[('디즈니', 'Noun'), ('가', 'Josa'), ('디즈니', 'Noun'), ('하다', 'Verb')]",[],0.0
1845,겨울왕국 2,4봤었는데 1보다는 재미없었음 졸다가옴,6.0,naver,"[('4', 'Number'), ('보다', 'Verb'), ('1', 'Number'), ('보다는', 'Josa'), ('재미없다', 'Adjective'), ('졸', 'Noun'), ('다가오다', 'Verb')]","[[4, [('재미없다', 'Adjective')], -1.0]]",-1.0
1846,겨울왕국 2,전편보다 메리트가 없을 수 화려해진 그래픽에 겨울왕국의 새 이야기를 즐길 수 있다는 만으로도 좋다 후속작치고 굿,8.0,naver,"[('전편', 'Noun'), ('보다', 'Josa'), ('메리트', 'Noun'), ('가', 'Josa'), ('없다', 'Adjective'), ('수', 'Noun'), ('화려하다', 'Adjective'), ('그래픽', 'Noun'), ('에', 'Josa'), ('겨울왕국', 'Noun'), ('의', 'Josa'), ('새', 'Noun'), ('이야기', 'Noun'), ('를', 'Josa'), ('즐기다', 'Verb'), ('수', 'Noun'), ('있다', 'Adjective'), ('만으로도', 'Josa'), ('좋다', 'Adjective'), ('후속작', 'Noun'), ('치고', 'Josa'), ('굿', 'Noun')]","[[4, [('없다', 'Adjective')], -1.0], [6, [('화려하다', 'Adjective')], 1.0], [14, [('즐기다', 'Verb')], 2.0], [18, [('좋다', 'Adjective')], 2.0]]",4.0
1847,겨울왕국 2,깊어진 스토리 영상 미 노래 감동 모든 면에서 1편보다 좋았어요 여운이 남는 그런 속편이네요,10.0,naver,"[('깊다', 'Adjective'), ('스토리', 'Noun'), ('영상', 'Noun'), ('밉다', 'Adjective'), ('노래', 'Noun'), ('감동', 'Noun'), ('모든', 'Noun'), ('면', 'Noun'), ('에서', 'Josa'), ('1', 'Number'), ('편', 'Noun'), ('보다', 'Josa'), ('좋다', 'Adjective'), ('여운', 'Noun'), ('이', 'Josa'), ('남다', 'Verb'), ('그렇다', 'Adjective'), ('속', 'Modifier'), ('편이', 'Noun'), ('네', 'Suffix'), ('요', 'Josa')]","[[3, [('밉다', 'Adjective')], -2.0], [5, [('감동', 'Noun')], 2.0], [12, [('좋다', 'Adjective')], 2.0]]",2.0
1848,겨울왕국 2,노래가 나오고 노래를 들을 마다 감성적 여지고 감동이 왈칵 오프닝 장면에서는 특별한 건 없는데 뭔가 7년 전 묵은 이야기를 들려주는 것을 시작한다는 느낌이 들어서 감동적이었다,10.0,naver,"[('노래', 'Noun'), ('가', 'Josa'), ('나오다', 'Verb'), ('노래', 'Noun'), ('를', 'Josa'), ('들다', 'Verb'), ('마다', 'Noun'), ('감성', 'Noun'), ('적', 'Suffix'), ('여지', 'Noun'), ('고', 'Josa'), ('감동', 'Noun'), ('이', 'Josa'), ('왈칵', 'Noun'), ('오프닝', 'Noun'), ('장면', 'Noun'), ('에서는', 'Josa'), ('특별하다', 'Adjective'), ('건', 'Noun'), ('없다', 'Adjective'), ('뭔가', 'Noun'), ('7년', 'Number'), ('전', 'Noun'), ('묵다', 'Verb'), ('이야기', 'Noun'), ('를', 'Josa'), ('들려주다', 'Verb'), ('것', 'Noun'), ('을', 'Josa'), ('시', 'Modifier'), ('작', 'Modifier'), ('한다는', 'Modifier'), ('느낌', 'Noun'), ('이', 'Josa'), ('들어서다', 'Verb'), ('감동', 'Noun'), ('적', 'Suffix'), ('이다', 'Verb')]","[[11, [('감동', 'Noun'), ('이', 'Josa')], 2.0], [17, [('특별하다', 'Adjective')], 1.0], [19, [('없다', 'Adjective')], -1.0], [35, [('감동', 'Noun')], 2.0]]",4.0
1849,겨울왕국 2,인기 많은 거치고 존 나재미없음 예전에 영화관 봤는데 보고 나와서 돈 아까웠다 이게 천만 관객이냐 겨울왕국 내 인생망작 3편 나와도 절대 안 봄내가 본디즈니 영화 중 가장 쓰레기이게 유명한 이유가 뭐지,1.0,naver,"[('인기', 'Noun'), ('많다', 'Adjective'), ('거치', 'Noun'), ('고', 'Josa'), ('존', 'Noun'), ('나', 'Noun'), ('재미없다', 'Adjective'), ('예전', 'Noun'), ('에', 'Josa'), ('영화관', 'Noun'), ('보다', 'Verb'), ('보고', 'Noun'), ('나오다', 'Verb'), ('돈', 'Noun'), ('아깝다', 'Adjective'), ('이', 'Noun'), ('게', 'Josa'), ('천만', 'Noun'), ('관객', 'Noun'), ('이냐', 'Josa'), ('겨울왕국', 'Noun'), ('내', 'Noun'), ('인생', 'Noun'), ('망작', 'Noun'), ('3', 'Number'), ('편', 'Noun'), ('나', 'Noun'), ('와도', 'Josa'), ('절대', 'Noun'), ('안', 'Noun'), ('봄내', 'Noun'), ('가', 'Josa'), ('본', 'Modifier'), ('디즈니', 'Noun'), ('영화', 'Noun'), ('중', 'Noun'), ('가장', 'Noun'), ('쓰레기', 'Noun'), ('이', 'Suffix'), ('게', 'Josa'), ('유명하다', 'Adjective'), ('이유', 'Noun'), ('가', 'Josa'), ('뭐', 'Noun'), ('지', 'Josa')]","[[0, [('인기', 'Noun')], 1.0], [1, [('많다', 'Adjective')], 2.0], [6, [('재미없다', 'Adjective')], -1.0], [14, [('아깝다', 'Adjective')], -1.0], [40, [('유명하다', 'Adjective')], 2.0]]",3.0
1850,겨울왕국 2,나는 개인적으로 1을 더 추천하지만 2도 봐서 나쁠 없는 영화 올라프가 너무 성장한 것이 아쉬움,7.0,naver,"[('나', 'Noun'), ('는', 'Josa'), ('개인', 'Noun'), ('적', 'Suffix'), ('으로', 'Josa'), ('1', 'Number'), ('을', 'Josa'), ('더', 'Noun'), ('추천', 'Noun'), ('하', 'Suffix'), ('지만', 'Josa'), ('2', 'Number'), ('도', 'Noun'), ('보다', 'Verb'), ('나쁘다', 'Adjective'), ('없다', 'Adjective'), ('영화', 'Noun'), ('올라프', 'Noun'), ('가', 'Josa'), ('너무', 'Adverb'), ('성장하다', 'Adjective'), ('것', 'Noun'), ('이', 'Josa'), ('아쉬움', 'Noun')]","[[14, [('나쁘다', 'Adjective')], -2.0], [15, [('없다', 'Adjective')], -1.0], [23, [('아쉬움', 'Noun')], -1.0]]",-4.0
1851,겨울왕국 2,난잡한 스토리 정리되지 않은 캐릭터 역활,5.0,naver,"[('난잡하다', 'Adjective'), ('스토리', 'Noun'), ('정리', 'Noun'), ('되다', 'Verb'), ('않다', 'Verb'), ('캐릭터', 'Noun'), ('역활', 'Noun')]","[[0, [('난잡하다', 'Adjective')], -2.0]]",-2.0
1852,겨울왕국 2,자느라 영화 내용이 기억이 안 남 디즈니 덕후로써 지금까지 나온 모든 애니메이션을 다 봤지만 겨울왕국은 정말정이 안 간다 영상 미 빼고는 쓰레기,1.0,naver,"[('자다', 'Verb'), ('영화', 'Noun'), ('내용', 'Noun'), ('이', 'Josa'), ('기억', 'Noun'), ('이', 'Josa'), ('안', 'Noun'), ('남', 'Noun'), ('디즈니', 'Noun'), ('덕후', 'Noun'), ('로써', 'Noun'), ('지금', 'Noun'), ('까지', 'Josa'), ('나오다', 'Verb'), ('모든', 'Noun'), ('애니메이션', 'Noun'), ('을', 'Josa'), ('다', 'Adverb'), ('보다', 'Verb'), ('겨울왕국', 'Noun'), ('은', 'Josa'), ('정말', 'Noun'), ('정이', 'Noun'), ('안', 'Noun'), ('간다', 'Noun'), ('영상', 'Noun'), ('밉다', 'Adjective'), ('빼다', 'Verb'), ('쓰레기', 'Noun')]","[[26, [('밉다', 'Adjective')], -2.0]]",-2.0
1853,겨울왕국 2,주먹왕랄프 2도 그렇고 결왕국 2도 그렇고 왜 이렇게 재미가 없어진 건지 1편의 감성은 어디로 갔나 노래만 죽창하다 끝남,1.0,naver,"[('주먹', 'Noun'), ('왕', 'Suffix'), ('랄프', 'Noun'), ('2', 'Number'), ('도', 'Noun'), ('그렇다', 'Adjective'), ('결', 'Noun'), ('왕국', 'Noun'), ('2', 'Number'), ('도', 'Noun'), ('그렇다', 'Adjective'), ('왜', 'Noun'), ('이렇게', 'Adverb'), ('재미', 'Noun'), ('가', 'Josa'), ('없어지다', 'Verb'), ('건지다', 'Verb'), ('1', 'Number'), ('편의', 'Noun'), ('감성', 'Noun'), ('은', 'Josa'), ('어디', 'Noun'), ('로', 'Josa'), ('가다', 'Verb'), ('노래', 'Noun'), ('만', 'Josa'), ('죽창', 'Noun'), ('하다', 'Verb'), ('끝나다', 'Verb')]","[[13, [('재미', 'Noun'), ('가', 'Josa')], 1.0], [15, [('없어지다', 'Verb')], -1.0]]",1.0
1854,겨울왕국 2,전편을 너무 재밌게 봐서 실망했어요,2.0,naver,"[('전편', 'Noun'), ('을', 'Josa'), ('너무', 'Adverb'), ('재밌다', 'Adjective'), ('보다', 'Verb'), ('실망하다', 'Adjective')]","[[5, [('실망하다', 'Adjective')], -2.0]]",-2.0
