word,pos,description
그렇,VA,형용사
벅차,VA,형용사
짠하,VA,형용사
좁,VA,형용사
새롭,VA,형용사
다르,VA,형용사
쎄,VA,형용사
더럽,VA,형용사
색다르,VA,형용사
이렇,VA,형용사
추하,VA,형용사
착하,VA,형용사
재미없,VA,형용사
뒤늦,VA,형용사
찡하,VA,형용사
많,VA,형용사
재밌,VA,형용사
끝없,VA,형용사
오,VA,형용사
그럴싸하,VA,형용사
무겁,VA,형용사
좋,VA,형용사
아니,VCN,"부정 지정사, 형용사(아니다)"
이,VCP,"긍정 지정사, 서술격 조사(이다)"
엄청나,VV,동사
살,VV,동사
돌리,VV,동사
다하,VV,동사
되새기,VV,동사
얻,VV,동사
지나,VV,동사
박,VV,동사
그,VV,동사
드시,VV,동사
끊이,VV,동사
자,VV,동사
싸우,VV,동사
쭐,VV,동사
들이,VV,동사
팔아먹,VV,동사
바치,VV,동사
띠,VV,동사
끝,VV,동사
재미나,VV,동사
뛰,VV,동사
버무리,VV,동사
평하,VV,동사
꼬이,VV,동사
넘어가,VV,동사
늘,VV,동사
맘놓,VV,동사
꼽,VV,동사
착하,VV,동사
몰,VV,동사
대,VV,동사
치들,VV,동사
느,VV,동사
없애,VV,동사
극하,VV,동사
몰려오,VV,동사
돕,VV,동사
입,VV,동사
가져가,VV,동사
구하,VV,동사
여기,VV,동사
매기,VV,동사
째,VV,동사
뜨,VV,동사
치,VV,동사
섞,VV,동사
나,VV,동사
쌔,VV,동사
찢,VV,동사
훌쩍거리,VV,동사
조,VV,동사
없,VV,동사
닥치,VV,동사
힘내,VV,동사
키,VV,동사
돌아가,VV,동사
꺼,VV,동사
저,VV,동사
일,VV,동사
쏘,VV,동사
가이,VV,동사
줄,VV,동사
혼나,VV,동사
끝나,VV,동사
때,VV,동사
팔,VV,동사
와닿,VV,동사
서리,VV,동사
생기,VV,동사
알리,VV,동사
띄,VV,동사
돋,VV,동사
삼가하,VV,동사
깨닫,VV,동사
놀라,VV,동사
갈,VV,동사
기리,VV,동사
이어지,VV,동사
살리,VV,동사
놓,VV,동사
감하,VV,동사
무찌르,VV,동사
가리,VV,동사
받으,VV,동사
득실대,VV,동사
일하,VV,동사
취하,VV,동사
낳,VV,동사
즐기,VV,동사
겹치,VV,동사
잘하,VV,동사
말,VV,동사
지키,VV,동사
벌어,VV,동사
않,VV,동사
떨어뜨리,VV,동사
있,VV,동사
웃기,VV,동사
배우,VV,동사
때리,VV,동사
올라가,VV,동사
만하,VV,동사
감,VV,동사
몰아치,VV,동사
움직이,VV,동사
싫어하,VV,동사
만들,VV,동사
넘,VV,동사
덜,VV,동사
쳐들어오,VV,동사
빠지,VV,동사
늘어지,VV,동사
어리,VV,동사
걸리,VV,동사
알려주,VV,동사
내리,VV,동사
아프,VV,동사
번쩍거리,VV,동사
찍,VV,동사
아니,VV,동사
세우,VV,동사
위하,VV,동사
알,VV,동사
몰르,VV,동사
겪,VV,동사
믿,VV,동사
떠나,VV,동사
오글거리,VV,동사
저러,VV,동사
망치,VV,동사
화나,VV,동사
어쩌,VV,동사
오래되,VV,동사
이,VV,동사
앗,VV,동사
두르,VV,동사
뿔,VV,동사
보,VV,동사
베끼,VV,동사
들,VV,동사
원하,VV,동사
올려치,VV,동사
잠들,VV,동사
잇,VV,동사
내,VV,동사
잃,VV,동사
땋,VV,동사
누그러지,VV,동사
소리치,VV,동사
타,VV,동사
불,VV,동사
주,VV,동사
울리,VV,동사
질리,VV,동사
못하,VV,동사
이기,VV,동사
멈추,VV,동사
비하,VV,동사
아,VV,동사
잘생기,VV,동사
찧,VV,동사
지,VV,동사
자아내,VV,동사
죄짓,VV,동사
연달,VV,동사
맛보,VV,동사
쥐어짜,VV,동사
따라가,VV,동사
끄,VV,동사
막히,VV,동사
시작하,VV,동사
쥑이,VV,동사
끼,VV,동사
흔들,VV,동사
죽이,VV,동사
스,VV,동사
이끌어내,VV,동사
두,VV,동사
웃,VV,동사
터트리,VV,동사
혀,VV,동사
뽑,VV,동사
인하,VV,동사
벅차오르,VV,동사
떨어지,VV,동사
싸이,VV,동사
오그라들,VV,동사
거리,VV,동사
기다리,VV,동사
질,VV,동사
긷,VV,동사
졸,VV,동사
듣,VV,동사
채우,VV,동사
하,VV,동사
맨들,VV,동사
짜내,VV,동사
만나,VV,동사
만,VV,동사
되,VV,동사
섞이,VV,동사
박히,VV,동사
욕하,VV,동사
들어가,VV,동사
었,VV,동사
빨,VV,동사
긋,VV,동사
찾아보,VV,동사
그리하,VV,동사
누르,VV,동사
겹,VV,동사
해보,VV,동사
다가오,VV,동사
금하,VV,동사
담기,VV,동사
깍,VV,동사
깨,VV,동사
나오,VV,동사
보시,VV,동사
드이,VV,동사
뜨리,VV,동사
구르,VV,동사
벌,VV,동사
넣,VV,동사
다녀오,VV,동사
알아보,VV,동사
드러나,VV,동사
흘리,VV,동사
올라오,VV,동사
처먹,VV,동사
건제하,VV,동사
먹,VV,동사
동이,VV,동사
뽑아내,VV,동사
걸,VV,동사
그러,VV,동사
어떡하,VV,동사
웨,VV,동사
치솟,VV,동사
힘들,VV,동사
바뀌,VV,동사
묻히,VV,동사
남기,VV,동사
생각나,VV,동사
커,VV,동사
가지,VV,동사
찌뿌리,VV,동사
트이,VV,동사
삼키,VV,동사
후려치,VV,동사
젖,VV,동사
팔리,VV,동사
맞,VV,동사
카,VV,동사
해지,VV,동사
가,VV,동사
잡,VV,동사
떨,VV,동사
토하,VV,동사
끌,VV,동사
태어나,VV,동사
을리,VV,동사
자지러지,VV,동사
트,VV,동사
사,VV,동사
가르,VV,동사
넘기,VV,동사
조지,VV,동사
호,VV,동사
안기,VV,동사
쥐,VV,동사
눈물나,VV,동사
나대,VV,동사
닿,VV,동사
모르,VV,동사
사라지,VV,동사
남아돌,VV,동사
마,VV,동사
돋보이,VV,동사
놓치,VV,동사
오,VV,동사
어,VV,동사
잊히,VV,동사
담,VV,동사
시,VV,동사
메우,VV,동사
영화화하,VV,동사
차오르,VV,동사
달,VV,동사
바꾸,VV,동사
풀리,VV,동사
어울리,VV,동사
미치,VV,동사
보이,VV,동사
지리,VV,동사
빼,VV,동사
치키,VV,동사
행하,VV,동사
기,VV,동사
느끼,VV,동사
보여주,VV,동사
쓰,VV,동사
짓,VV,동사
되돌아보,VV,동사
복받치,VV,동사
죽,VV,동사
잊,VV,동사
먹고살,VV,동사
기대되,VV,동사
돌아보,VV,동사
참,VV,동사
박수치,VV,동사
심,VV,동사
날아가,VV,동사
다그,VV,동사
살아남,VV,동사
떠들,VV,동사
바끼,VV,동사
나아가,VV,동사
없었,VV,동사
건지,VV,동사
짜증나,VV,동사
믿기,VV,동사
거르,VV,동사
잃어버리,VV,동사
닮,VV,동사
울,VV,동사
불리,VV,동사
대하,VV,동사
패,VV,동사
꼽히,VV,동사
내려가,VV,동사
뭐하,VV,동사
드,VV,동사
일으키,VV,동사
물어보,VV,동사
말하,VV,동사
붓,VV,동사
싶,VV,동사
다치,VV,동사
짜,VV,동사
망하,VV,동사
두려워하,VV,동사
속,VV,동사
부,VV,동사
까,VV,동사
묶,VV,동사
받,VV,동사
쏟,VV,동사
메,VV,동사
욕먹,VV,동사
던지,VV,동사
골,VV,동사
쉬,VV,동사
갖추,VV,동사
열,VV,동사
서,VV,동사
쪽팔리,VV,동사
억,VV,동사
남,VV,동사
빛나,VV,동사
싸,VV,동사
쩔,VV,동사
놀,VV,동사
봐주,VV,동사
맞추,VV,동사
깎,VV,동사
슬,VV,동사
이러,VV,동사
버리,VV,동사
삼,VV,동사
드리,VV,동사
좋아하,VV,동사
들이키,VV,동사
느껴지,VV,동사
느글거리,VV,동사
떼,VV,동사
찾,VV,동사
불타오르,VV,동사
뛰쳐나가,VV,동사
손꼽히,VV,동사
따,VV,동사
애쓰,VV,동사
그리,VV,동사
흐르,VV,동사
열리,VV,동사
계시,VV,동사
터지,VV,동사
싸지르,VV,동사
오,VX,"보조 동사 , 보조 형용사"
못하,VX,"보조 동사 , 보조 형용사"
보,VX,"보조 동사 , 보조 형용사"
않,VXA,보조 형용사
듯하,VXA,보조 형용사
만하,VXA,보조 형용사
싶,VXA,보조 형용사
계시,VXA,보조 형용사
가지,VXV,보조 동사
버리,VXV,보조 동사
말,VXV,보조 동사
주,VXV,보조 동사
내,VXV,보조 동사
않,VXV,보조 동사
달,VXV,보조 동사
싶,VXV,보조 동사
대,VXV,보조 동사
드리,VXV,보조 동사
나,VXV,보조 동사
있,VXV,보조 동사
놓,VXV,보조 동사
쌓,VXV,보조 동사
지,VXV,보조 동사
보,VXV,보조 동사
무,XPN,체언 접두사
준,XPN,체언 접두사
대,XPN,체언 접두사
비,XPN,체언 접두사
엇,XPN,체언 접두사
반,XPN,체언 접두사
저,XPN,체언 접두사
생,XPN,체언 접두사
재,XPN,체언 접두사
제,XPN,체언 접두사
구,XPN,체언 접두사
햇,XPN,체언 접두사
다,XPN,체언 접두사
신,XPN,체언 접두사
최,XPN,체언 접두사
우악,XR,어근
신선,XR,어근
웅장,XR,어근
깔끔,XR,어근
탄탄,XR,어근
비슷,XR,어근
무감,XR,어근
온화,XR,어근
저렴,XR,어근
충분,XR,어근
따뜻,XR,어근
강력,XR,어근
엉성,XR,어근
어색,XR,어근
명확,XR,어근
확실,XR,어근
유치,XR,어근
진부,XR,어근
위대,XR,어근
허술,XR,어근
신기,XR,어근
심심,XR,어근
답답,XR,어근
평이,XR,어근
진지,XR,어근
불쌍,XR,어근
궁금,XR,어근
지만,XR,어근
한심,XR,어근
억울,XR,어근
죄송,XR,어근
지루,XR,어근
똑똑,XR,어근
냉철,XR,어근
만만,XR,어근
대단,XR,어근
참신,XR,어근
훌륭,XR,어근
화려,XR,어근
시원,XR,어근
심각,XR,어근
흥미진진,XR,어근
무방,XR,어근
숭고,XR,어근
유쾌,XR,어근
굳건,XR,어근
웬만,XR,어근
하,XSA,형용사 파생 접미사
롭,XSA,형용사 파생 접미사
만하,XSA,형용사 파생 접미사
스럽,XSA,형용사 파생 접미사
답,XSA,형용사 파생 접미사
틱하,XSA,형용사 파생 접미사
적,XSN,명사 파생 접미사
네,XSN,명사 파생 접미사
들,XSN,명사 파생 접미사
께,XSN,명사 파생 접미사
료,XSN,명사 파생 접미사
리,XSN,명사 파생 접미사
화,XSN,명사 파생 접미사
음,XSN,명사 파생 접미사
물,XSN,명사 파생 접미사
별,XSN,명사 파생 접미사
성,XSN,명사 파생 접미사
색,XSN,명사 파생 접미사
님,XSN,명사 파생 접미사
재,XSN,명사 파생 접미사
로,XSN,명사 파생 접미사
질,XSN,명사 파생 접미사
들이,XSN,명사 파생 접미사
상,XSN,명사 파생 접미사
용,XSN,명사 파생 접미사
식,XSN,명사 파생 접미사
자,XSN,명사 파생 접미사
짜리,XSN,명사 파생 접미사
허,XSV,동사 파생 접미사
되,XSV,동사 파생 접미사
당하,XSV,동사 파생 접미사
하,XSV,동사 파생 접미사
시키,XSV,동사 파생 접미사
