word,polarity,okt_word,pos_len
곱살스럽게,2.0,"[('곱살', 'Noun'), ('스럽게', 'Josa')]",2
곱살스레,2.0,"[('곱살스레', 'Noun')]",1
곱실대다,-1.0,"[('곱실', 'Adverb'), ('대다', 'Verb')]",2
곱절 용감하다,2.0,"[('곱절', 'Noun'), ('용감하다', 'Adjective')]",2
곱지 아니하다,-1.0,"[('곱', 'Noun'), ('지', 'Josa'), ('아니하다', 'Adjective')]",3
곱지 않고,-1.0,"[('곱', 'Noun'), ('지', 'Josa'), ('않고', 'Verb')]",3
곳에서 평안히,1.0,"[('곳', 'Noun'), ('에서', 'Josa'), ('평안히', 'Adjective')]",3
공갈,-1.0,"[('공갈', 'Noun')]",1
공개적으로 비난하다,-2.0,"[('공개', 'Noun'), ('적', 'Suffix'), ('으로', 'Josa'), ('비난', 'Noun'), ('하다', 'Verb')]",5
공격받다,-2.0,"[('공격', 'Noun'), ('받다', 'Verb')]",2
공격하다,0.0,"[('공격', 'Noun'), ('하다', 'Verb')]",2
공경의,2.0,"[('공경', 'Noun'), ('의', 'Josa')]",2
공경의 예를,2.0,"[('공경', 'Noun'), ('의', 'Josa'), ('예', 'Noun'), ('를', 'Josa')]",4
공경하는,2.0,"[('공경', 'Noun'), ('하는', 'Verb')]",2
공경하는 마음으로,2.0,"[('공경', 'Noun'), ('하는', 'Verb'), ('마음', 'Noun'), ('으로', 'Josa')]",4
공경하다,2.0,"[('공경', 'Noun'), ('하다', 'Verb')]",2
공경하며,2.0,"[('공경', 'Noun'), ('하며', 'Verb')]",2
공경하여,2.0,"[('공경', 'Noun'), ('하여', 'Verb')]",2
공경하여 모시다,2.0,"[('공경', 'Noun'), ('하여', 'Verb'), ('모시', 'Noun'), ('다', 'Josa')]",4
공경할,2.0,"[('공경', 'Noun'), ('할', 'Verb')]",2
공경할 만하다,2.0,"[('공경', 'Noun'), ('할', 'Verb'), ('만하', 'Noun'), ('다', 'Josa')]",4
공공연히 불법적으로,-1.0,"[('공공', 'Noun'), ('연히', 'Adjective'), ('불법', 'Noun'), ('적', 'Suffix'), ('으로', 'Josa')]",5
공교롭고,-1.0,"[('공교', 'Noun'), ('롭고', 'Josa')]",2
공교롭고 이상하다,-1.0,"[('공교', 'Noun'), ('롭고', 'Josa'), ('이상하다', 'Adjective')]",3
공기가 상쾌하다,2.0,"[('공기', 'Noun'), ('가', 'Josa'), ('상쾌하다', 'Adjective')]",3
공덕으로,2.0,"[('공덕', 'Noun'), ('으로', 'Josa')]",2
공덕을,2.0,"[('공덕', 'Noun'), ('을', 'Josa')]",2
공덕을 칭송하는,2.0,"[('공덕', 'Noun'), ('을', 'Josa'), ('칭송', 'Noun'), ('하는', 'Verb')]",4
공덕의 힘,2.0,"[('공덕', 'Noun'), ('의', 'Josa'), ('힘', 'Noun')]",3
공덕이 있는,1.0,"[('공덕', 'Noun'), ('이', 'Josa'), ('있는', 'Adjective')]",3
공로에,1.0,"[('공로', 'Noun'), ('에', 'Josa')]",2
공로와,1.0,"[('공로', 'Noun'), ('와', 'Josa')]",2
공로와 업적,1.0,"[('공로', 'Noun'), ('와', 'Josa'), ('업적', 'Noun')]",3
공범자에,-1.0,"[('공범', 'Noun'), ('자', 'Suffix'), ('에', 'Josa')]",3
공손하게,2.0,"[('공손하게', 'Adjective')]",1
공손하다,1.0,"[('공손하다', 'Adjective')]",1
공손하지 아니하고,-1.0,"[('공손하지', 'Adjective'), ('아니하고', 'Adjective')]",2
공손함을,2.0,"[('공손함을', 'Adjective')]",1
공손함을 더하여,2.0,"[('공손함을', 'Adjective'), ('더하여', 'Adjective')]",2
공손히,2.0,"[('공손히', 'Adjective')]",1
공손히 진찰하다,2.0,"[('공손히', 'Adjective'), ('진찰', 'Noun'), ('하다', 'Verb')]",3
공연한,-1.0,"[('공연', 'Noun'), ('한', 'Josa')]",2
공연한 짓을,-1.0,"[('공연', 'Noun'), ('한', 'Josa'), ('짓', 'Noun'), ('을', 'Josa')]",4
공연히,-1.0,"[('공연히', 'Adverb')]",1
공연히 놀며,-1.0,"[('공연히', 'Adverb'), ('놀', 'Noun'), ('며', 'Josa')]",3
공연히 미워하고,-2.0,"[('공연히', 'Adverb'), ('미워하고', 'Adjective')]",2
공익을,2.0,"[('공익', 'Noun'), ('을', 'Josa')]",2
공익을 목적으로,2.0,"[('공익', 'Noun'), ('을', 'Josa'), ('목적', 'Noun'), ('으로', 'Josa')]",4
공적의,0.0,"[('공적', 'Noun'), ('의', 'Josa')]",2
공적이 많은,2.0,"[('공적', 'Noun'), ('이', 'Josa'), ('많은', 'Adjective')]",3
공정하다,2.0,"[('공정하다', 'Adjective')]",1
공정하여,2.0,"[('공정하여', 'Adjective')]",1
공정한,1.0,"[('공정한', 'Adjective')]",1
공정함,2.0,"[('공정함', 'Adjective')]",1
공평하다,1.0,"[('공평하다', 'Adjective')]",1
공평하여,1.0,"[('공평하여', 'Adjective')]",1
공평하여 어느,1.0,"[('공평하여', 'Adjective'), ('어느', 'Adverb')]",2
공평함,1.0,"[('공평함', 'Adjective')]",1
공포,-2.0,"[('공포', 'Noun')]",1
공포나,-1.0,"[('공포', 'Noun'), ('나', 'Josa')]",2
공포나 긴장으로,-2.0,"[('공포', 'Noun'), ('나', 'Josa'), ('긴장', 'Noun'), ('으로', 'Josa')]",4
공포증,-2.0,"[('공포증', 'Noun')]",1
공허하다,-1.0,"[('공허하다', 'Adjective')]",1
공허한,-1.0,"[('공허한', 'Adjective')]",1
공허한 느낌,-1.0,"[('공허한', 'Adjective'), ('느낌', 'Noun')]",2
공허한 느낌이,-1.0,"[('공허한', 'Adjective'), ('느낌', 'Noun'), ('이', 'Josa')]",3
공황상태,-1.0,"[('공황', 'Noun'), ('상태', 'Noun')]",2
공황장애,-1.0,"[('공황장애', 'Noun')]",1
과거에 급제하여,2.0,"[('과거', 'Noun'), ('에', 'Josa'), ('급제', 'Noun'), ('하여', 'Verb')]",4
과격하다,-1.0,"[('과격하다', 'Adjective')]",1
과격한,-1.0,"[('과격한', 'Adjective')]",1
과금,-1.0,"[('과금', 'Noun')]",1
과대망상에,-1.0,"[('과대망상', 'Noun'), ('에', 'Josa')]",2
과대망상에 빠진,-1.0,"[('과대망상', 'Noun'), ('에', 'Josa'), ('빠진', 'Verb')]",3
과도하게,-1.0,"[('과도', 'Noun'), ('하게', 'Verb')]",2
과로,-1.0,"[('과로', 'Noun')]",1
과로 따위가,-1.0,"[('과로', 'Noun'), ('따위', 'Noun'), ('가', 'Josa')]",3
과로 따위로,-1.0,"[('과로', 'Noun'), ('따위', 'Noun'), ('로', 'Josa')]",3
과로로,-1.0,"[('과로', 'Noun'), ('로', 'Josa')]",2
과식을,-1.0,"[('과식', 'Noun'), ('을', 'Josa')]",2
과식을 하거나,-1.0,"[('과식', 'Noun'), ('을', 'Josa'), ('하', 'Exclamation'), ('거나', 'Noun')]",4
과음,-2.0,"[('과음', 'Noun')]",1
과음하거나,-1.0,"[('과음', 'Noun'), ('하', 'Suffix'), ('거나', 'Noun')]",3
과장되다,-2.0,"[('과장', 'Noun'), ('되다', 'Verb')]",2
과장되어,-1.0,"[('과장', 'Noun'), ('되어', 'Verb')]",2
과장된,-2.0,"[('과장', 'Noun'), ('된', 'Verb')]",2
과체중,-2.0,"[('과체중', 'Noun')]",1
과하다,-1.0,"[('과', 'Noun'), ('하다', 'Verb')]",2
관계가 끊어지거나,-1.0,"[('관계', 'Noun'), ('가', 'Josa'), ('끊어지거나', 'Verb')]",3
관계가 끊어지는,-1.0,"[('관계', 'Noun'), ('가', 'Josa'), ('끊어지는', 'Verb')]",3
관계가 끊어지다,-1.0,"[('관계', 'Noun'), ('가', 'Josa'), ('끊어지다', 'Verb')]",3
관계가 맺어지다,1.0,"[('관계', 'Noun'), ('가', 'Josa'), ('맺어지다', 'Verb')]",3
관계를 끊다,-1.0,"[('관계', 'Noun'), ('를', 'Josa'), ('끊다', 'Verb')]",3
관계를 맺다,1.0,"[('관계', 'Noun'), ('를', 'Josa'), ('맺다', 'Verb')]",3
관계없는,-1.0,"[('관계', 'Noun'), ('없는', 'Adjective')]",2
관계없는 행동을,-1.0,"[('관계', 'Noun'), ('없는', 'Adjective'), ('행동', 'Noun'), ('을', 'Josa')]",4
관광할 만한,1.0,"[('관광', 'Noun'), ('할', 'Verb'), ('만', 'Noun'), ('한', 'Josa')]",4
관능적이다,1.0,"[('관능', 'Noun'), ('적', 'Suffix'), ('이다', 'Josa')]",3
관람객이 줄어들다,-1.0,"[('관람객', 'Noun'), ('이', 'Josa'), ('줄어들다', 'Verb')]",3
관심병,-1.0,"[('관심', 'Noun'), ('병', 'Noun')]",2
관심을 가지지 아니하고,-1.0,"[('관심', 'Noun'), ('을', 'Josa'), ('가지', 'Noun'), ('지', 'Josa'), ('아니하고', 'Adjective')]",5
관심을 가짐,1.0,"[('관심', 'Noun'), ('을', 'Josa'), ('가짐', 'Noun')]",3
관심을 기울이다,1.0,"[('관심', 'Noun'), ('을', 'Josa'), ('기울이다', 'Verb')]",3
관심이 있다,1.0,"[('관심', 'Noun'), ('이', 'Josa'), ('있다', 'Adjective')]",3
관심이나,1.0,"[('관심', 'Noun'), ('이나', 'Josa')]",2
관심이나 좋아하는,2.0,"[('관심', 'Noun'), ('이나', 'Josa'), ('좋아하는', 'Adjective')]",3
관심이나 흥미,1.0,"[('관심', 'Noun'), ('이나', 'Josa'), ('흥미', 'Noun')]",3
관절염,-2.0,"[('관절염', 'Noun')]",1
관절이 저리고,-1.0,"[('관절', 'Noun'), ('이', 'Josa'), ('저리', 'Noun'), ('고', 'Josa')]",4
관철하려고 다투는,-1.0,"[('관철', 'Noun'), ('하려고', 'Verb'), ('다투는', 'Verb')]",3
괄시,-2.0,"[('괄시', 'Noun')]",1
괄시하다,-2.0,"[('괄시', 'Noun'), ('하다', 'Verb')]",2
광견병을,-1.0,"[('광견병', 'Noun'), ('을', 'Josa')]",2
광명이,2.0,"[('광명', 'Noun'), ('이', 'Josa')]",2
광탈,-1.0,"[('광탈', 'Noun')]",1
괘씸하고,-1.0,"[('괘씸하고', 'Adjective')]",1
괘씸하고 얄미운,-2.0,"[('괘씸하고', 'Adjective'), ('얄미운', 'Adjective')]",2
괘씸하고 얄밉다,-2.0,"[('괘씸하고', 'Adjective'), ('얄밉다', 'Adjective')]",2
괘씸한,-2.0,"[('괘씸한', 'Adjective')]",1
괘씸한 데가,-2.0,"[('괘씸한', 'Adjective'), ('데', 'Noun'), ('가', 'Josa')]",3
괜찮거나,1.0,"[('괜찮거나', 'Adjective')]",1
괜찮고,1.0,"[('괜찮고', 'Adjective')]",1
괜찮다,1.0,"[('괜찮다', 'Adjective')]",1
괜한 트집을,-1.0,"[('괜', 'Noun'), ('한', 'Josa'), ('트집', 'Noun'), ('을', 'Josa')]",4
괜히 트집을,-1.0,"[('괜히', 'Adverb'), ('트집', 'Noun'), ('을', 'Josa')]",3
괴로운,-2.0,"[('괴로운', 'Adjective')]",1
괴로운 느낌,-2.0,"[('괴로운', 'Adjective'), ('느낌', 'Noun')]",2
괴로운 느낌을,-2.0,"[('괴로운', 'Adjective'), ('느낌', 'Noun'), ('을', 'Josa')]",3
괴로운 모양,-2.0,"[('괴로운', 'Adjective'), ('모양', 'Noun')]",2
괴로운 상태가,-2.0,"[('괴로운', 'Adjective'), ('상태', 'Noun'), ('가', 'Josa')]",3
괴로운 상태로,-2.0,"[('괴로운', 'Adjective'), ('상태', 'Noun'), ('로', 'Josa')]",3
괴로운 상태에,-2.0,"[('괴로운', 'Adjective'), ('상태', 'Noun'), ('에', 'Josa')]",3
괴로울,-2.0,"[('괴로울', 'Adjective')]",1
괴로울 때에,-2.0,"[('괴로울', 'Adjective'), ('때', 'Noun'), ('에', 'Josa')]",3
괴로움,-2.0,"[('괴로움', 'Noun')]",1
괴로움과,-2.0,"[('괴로움', 'Noun'), ('과', 'Josa')]",2
괴로움과 아픔,-2.0,"[('괴로움', 'Noun'), ('과', 'Josa'), ('아픔', 'Noun')]",3
괴로움을,-2.0,"[('괴로움', 'Noun'), ('을', 'Josa')]",2
괴로움을 가져오며,-2.0,"[('괴로움', 'Noun'), ('을', 'Josa'), ('가져오며', 'Verb')]",3
괴로움을 느끼다,-2.0,"[('괴로움', 'Noun'), ('을', 'Josa'), ('느끼다', 'Verb')]",3
괴로움을 없애,1.0,"[('괴로움', 'Noun'), ('을', 'Josa'), ('없애', 'Verb')]",3
괴로움이나,-2.0,"[('괴로움', 'Noun'), ('이나', 'Josa')]",2
괴로워,-2.0,"[('괴로워', 'Adjective')]",1
괴로워하는,-2.0,"[('괴로워하는', 'Adjective')]",1
괴로워하는 모양이나,-2.0,"[('괴로워하는', 'Adjective'), ('모양', 'Noun'), ('이나', 'Josa')]",3
괴로워하다,-2.0,"[('괴로워하다', 'Adjective')]",1
괴로워하며,-2.0,"[('괴로워하며', 'Adjective')]",1
괴롭거나,-2.0,"[('괴롭거나', 'Adjective')]",1
괴롭거나 성가시다,-2.0,"[('괴롭거나', 'Adjective'), ('성가시다', 'Adjective')]",2
괴롭게,-2.0,"[('괴롭게', 'Adjective')]",1
괴롭게 내는,-2.0,"[('괴롭게', 'Adjective'), ('내는', 'Verb')]",2
괴롭게 되다,-2.0,"[('괴롭게', 'Adjective'), ('되다', 'Verb')]",2
괴롭게 소리를,-2.0,"[('괴롭게', 'Adjective'), ('소리', 'Noun'), ('를', 'Josa')]",3
괴롭게 여기다,-2.0,"[('괴롭게', 'Adjective'), ('여기', 'Noun'), ('다', 'Josa')]",3
괴롭고,-2.0,"[('괴롭고', 'Adjective')]",1
괴롭고 귀찮게,-2.0,"[('괴롭고', 'Adjective'), ('귀찮게', 'Adjective')]",2
괴롭고 귀찮다,-2.0,"[('괴롭고', 'Adjective'), ('귀찮다', 'Adjective')]",2
괴롭고 아픈,-2.0,"[('괴롭고', 'Adjective'), ('아픈', 'Adjective')]",2
괴롭다,-2.0,"[('괴롭다', 'Adjective')]",1
괴롭지 아니하여,1.0,"[('괴롭지', 'Adjective'), ('아니하여', 'Adjective')]",2
괴롭히거나,-2.0,"[('괴롭히거나', 'Verb')]",1
괴롭히거나 못살게,-2.0,"[('괴롭히거나', 'Verb'), ('못', 'VerbPrefix'), ('살게', 'Verb')]",3
괴롭히는,-2.0,"[('괴롭히는', 'Verb')]",1
괴롭히는 일,-2.0,"[('괴롭히는', 'Verb'), ('일', 'Noun')]",2
괴롭히는 짓을,-2.0,"[('괴롭히는', 'Verb'), ('짓', 'Noun'), ('을', 'Josa')]",3
괴롭히다,-2.0,"[('괴롭히다', 'Verb')]",1
괴멸,-2.0,"[('괴멸', 'Noun')]",1
괴멸되다,-2.0,"[('괴멸', 'Noun'), ('되다', 'Verb')]",2
괴멸하다,-2.0,"[('괴멸', 'Noun'), ('하다', 'Verb')]",2
괴물,-1.0,"[('괴물', 'Noun')]",1
괴사가,-2.0,"[('괴사', 'Noun'), ('가', 'Josa')]",2
괴사가 일어난,-2.0,"[('괴사', 'Noun'), ('가', 'Josa'), ('일어난', 'Verb')]",3
괴상하고,-2.0,"[('괴상하고', 'Adjective')]",1
괴상한,-2.0,"[('괴상한', 'Adjective')]",1
괴상한 데가,-2.0,"[('괴상한', 'Adjective'), ('데', 'Noun'), ('가', 'Josa')]",3
괴상한 일,-2.0,"[('괴상한', 'Adjective'), ('일', 'Noun')]",2
괴상한 일이,-1.0,"[('괴상한', 'Adjective'), ('일이', 'Modifier')]",2
괴이쩍게,-1.0,"[('괴이', 'Noun'), ('쩍', 'Noun'), ('게', 'Josa')]",3
괴이쩍게 생각하다,-1.0,"[('괴이', 'Noun'), ('쩍', 'Noun'), ('게', 'Josa'), ('생각', 'Noun'), ('하다', 'Verb')]",5
괴이하게,-2.0,"[('괴이', 'Noun'), ('하게', 'Verb')]",2
괴이하게 여기다,-2.0,"[('괴이', 'Noun'), ('하게', 'Verb'), ('여기', 'Noun'), ('다', 'Josa')]",4
굉장하게,2.0,"[('굉장하게', 'Adjective')]",1
굉장하다,2.0,"[('굉장하다', 'Adjective')]",1
교관하다,0.0,"[('교관', 'Noun'), ('하다', 'Verb')]",2
교도소에 수감된,-1.0,"[('교도소', 'Noun'), ('에', 'Josa'), ('수감', 'Noun'), ('된', 'Verb')]",4
교리에 밝고,2.0,"[('교리', 'Noun'), ('에', 'Josa'), ('밝고', 'Verb')]",3
교만하게,-1.0,"[('교만하게', 'Adjective')]",1
교만하게 굶,-1.0,"[('교만하게', 'Adjective'), ('굶', 'Verb')]",2
교만하고,-1.0,"[('교만하고', 'Adjective')]",1
교만하다,-1.0,"[('교만하다', 'Adjective')]",1
교만하여,-1.0,"[('교만하여', 'Adjective')]",1
교만함,-1.0,"[('교만함', 'Adjective')]",1
교모하게 괴롭히거나,-1.0,"[('교모', 'Noun'), ('하게', 'Verb'), ('괴롭히거나', 'Verb')]",3
교묘하게,1.0,"[('교묘하게', 'Adjective')]",1
교묘하고,-1.0,"[('교묘하고', 'Adjective')]",1
교묘하다,-1.0,"[('교묘하다', 'Adjective')]",1
교묘히 넘기는,-1.0,"[('교묘히', 'Adjective'), ('넘기는', 'Verb')]",2
교양,1.0,"[('교양', 'Noun')]",1
교양과,1.0,"[('교양', 'Noun'), ('과', 'Josa')]",2
교양이 없고,-1.0,"[('교양', 'Noun'), ('이', 'Josa'), ('없고', 'Adjective')]",3
교양이 없다,-1.0,"[('교양', 'Noun'), ('이', 'Josa'), ('없다', 'Adjective')]",3
교양이 있다,1.0,"[('교양', 'Noun'), ('이', 'Josa'), ('있다', 'Adjective')]",3
교양이 있어,1.0,"[('교양', 'Noun'), ('이', 'Josa'), ('있어', 'Adjective')]",3
교육적인,1.0,"[('교육', 'Noun'), ('적', 'Suffix'), ('인', 'Josa')]",3
교제를 끊어,-1.0,"[('교제', 'Noun'), ('를', 'Josa'), ('끊어', 'Verb')]",3
교통을 허락하다,1.0,"[('교통', 'Noun'), ('을', 'Josa'), ('허락', 'Noun'), ('하다', 'Verb')]",4
교통이 허락되다,1.0,"[('교통', 'Noun'), ('이', 'Josa'), ('허락', 'Noun'), ('되다', 'Verb')]",4
교화하고,1.0,"[('교화', 'Noun'), ('하고', 'Josa')]",2
교활하고,-1.0,"[('교활하고', 'Adjective')]",1
교활한,-1.0,"[('교활한', 'Adjective')]",1
교활한 무리들이,-1.0,"[('교활한', 'Adjective'), ('무리', 'Noun'), ('들', 'Suffix'), ('이', 'Josa')]",4
교활한 수단을,-1.0,"[('교활한', 'Adjective'), ('수단', 'Noun'), ('을', 'Josa')]",3
교활한 수단이나,-1.0,"[('교활한', 'Adjective'), ('수단', 'Noun'), ('이나', 'Josa')]",3
교훈,1.0,"[('교훈', 'Noun')]",1
구경하며 즐기다,1.0,"[('구경', 'Noun'), ('하며', 'Verb'), ('즐기다', 'Verb')]",3
구구함이나 연연함이 없다,1.0,"[('구', 'Modifier'), ('구함', 'Noun'), ('이나', 'Josa'), ('연연함이', 'Adjective'), ('없다', 'Adjective')]",5
구김살 없이,1.0,"[('구김살', 'Noun'), ('없이', 'Adverb')]",2
구김살이 없다,1.0,"[('구김살', 'Noun'), ('이', 'Josa'), ('없다', 'Adjective')]",3
구김살이 없이,1.0,"[('구김살', 'Noun'), ('이', 'Josa'), ('없이', 'Adverb')]",3
구두쇠처럼,-1.0,"[('구두쇠', 'Noun'), ('처럼', 'Josa')]",2
구리게,-1.0,"[('구리', 'Noun'), ('게', 'Josa')]",2
구박하거나,-1.0,"[('구', 'Modifier'), ('박하', 'Noun'), ('거나', 'Noun')]",3
구성지고,1.0,"[('구성지고', 'Adjective')]",1
구속하다,-1.0,"[('구속', 'Noun'), ('하다', 'Verb')]",2
구속함,-1.0,"[('구속', 'Noun'), ('함', 'Noun')]",2
구슬퍼질,-1.0,"[('구슬', 'Noun'), ('퍼질', 'Verb')]",2
구슬퍼질 정도로,-1.0,"[('구슬', 'Noun'), ('퍼질', 'Verb'), ('정도', 'Noun'), ('로', 'Josa')]",4
구슬프고,-1.0,"[('구', 'Noun'), ('슬프고', 'Adjective')]",2
구슬프고 쓸쓸한,-2.0,"[('구', 'Noun'), ('슬프고', 'Adjective'), ('쓸쓸한', 'Adjective')]",3
구슬프다,-1.0,"[('구', 'Noun'), ('슬프다', 'Adjective')]",2
구슬피,-1.0,"[('구슬피', 'Adverb')]",1
구역날,-2.0,"[('구역', 'Noun'), ('날', 'Noun')]",2
구역날 듯하다,-2.0,"[('구역', 'Noun'), ('날', 'Noun'), ('듯', 'Noun'), ('하다', 'Verb')]",4
구역이 나려는,-2.0,"[('구역', 'Noun'), ('이', 'Josa'), ('나려는', 'Verb')]",3
구역질,-2.0,"[('구역질', 'Noun')]",1
구역질나는,-2.0,"[('구역질', 'Noun'), ('나', 'Noun'), ('는', 'Josa')]",3
구역질나다,-2.0,"[('구역질', 'Noun'), ('나다', 'Verb')]",2
구역질을,-2.0,"[('구역질', 'Noun'), ('을', 'Josa')]",2
구역질을 하는,-2.0,"[('구역질', 'Noun'), ('을', 'Josa'), ('하는', 'Verb')]",3
구역질이,-2.0,"[('구역질', 'Noun'), ('이', 'Josa')]",2
구역질이 나는,-2.0,"[('구역질', 'Noun'), ('이', 'Josa'), ('나', 'Noun'), ('는', 'Josa')]",4
구역질이 나다,-2.0,"[('구역질', 'Noun'), ('이', 'Josa'), ('나다', 'Verb')]",3
구역질이 나서,-2.0,"[('구역질', 'Noun'), ('이', 'Josa'), ('나서', 'Verb')]",3
구역질하다,-2.0,"[('구역질', 'Noun'), ('하다', 'Verb')]",2
구원하다,1.0,"[('구원', 'Noun'), ('하다', 'Verb')]",2
구원한,1.0,"[('구원', 'Noun'), ('한', 'Josa')]",2
구원한 일,1.0,"[('구원', 'Noun'), ('한', 'Josa'), ('일', 'Noun')]",3
구제함,1.0,"[('구제', 'Noun'), ('함', 'Noun')]",2
구차스러운,-2.0,"[('구차', 'Noun'), ('스러운', 'Josa')]",2
구차스러운 짓을,-2.0,"[('구차', 'Noun'), ('스러운', 'Josa'), ('짓', 'Noun'), ('을', 'Josa')]",4
구차스럽게,-2.0,"[('구차', 'Noun'), ('스럽게', 'Josa')]",2
구차스럽게 구는,-2.0,"[('구차', 'Noun'), ('스럽게', 'Josa'), ('구', 'Noun'), ('는', 'Josa')]",4
구차스럽게 굴다,-2.0,"[('구차', 'Noun'), ('스럽게', 'Josa'), ('굴다', 'Noun')]",3
구차하여,-2.0,"[('구차하여', 'Adjective')]",1
구차하지 않다,1.0,"[('구차하지', 'Adjective'), ('않다', 'Verb')]",2
구토,-1.0,"[('구토', 'Noun')]",1
구토 증세가,-1.0,"[('구토', 'Noun'), ('증세', 'Noun'), ('가', 'Josa')]",3
구토를,-1.0,"[('구토', 'Noun'), ('를', 'Josa')]",2
구토를 일으키거나,-1.0,"[('구토', 'Noun'), ('를', 'Josa'), ('일으키거나', 'Verb')]",3
국내의 반란,-1.0,"[('국내', 'Noun'), ('의', 'Josa'), ('반란', 'Noun')]",3
군살이 처지도록,-1.0,"[('군살', 'Noun'), ('이', 'Josa'), ('처지도록', 'Verb')]",3
군색함,-1.0,"[('군색', 'Noun'), ('함', 'Noun')]",2
군소리 없이,1.0,"[('군소리', 'Noun'), ('없이', 'Adverb')]",2
군소리를,-1.0,"[('군소리', 'Noun'), ('를', 'Josa')]",2
군소리를 내다,-1.0,"[('군소리', 'Noun'), ('를', 'Josa'), ('내다', 'Verb')]",3
군소리를 하는,-1.0,"[('군소리', 'Noun'), ('를', 'Josa'), ('하는', 'Verb')]",3
군소리를 하다,-1.0,"[('군소리', 'Noun'), ('를', 'Josa'), ('하다', 'Verb')]",3
굳게,1.0,"[('굳게', 'Adjective')]",1
굳게 맹세하다,1.0,"[('굳게', 'Adjective'), ('맹세', 'Noun'), ('하다', 'Verb')]",3
굳게 믿다,1.0,"[('굳게', 'Adjective'), ('믿다', 'Verb')]",2
굳고 행실이,1.0,"[('굳고', 'Adjective'), ('행실', 'Noun'), ('이', 'Josa')]",3
굳세거나,2.0,"[('굳세거나', 'Adjective')]",1
굳세게,2.0,"[('굳세게', 'Adjective')]",1
굳세게 함,2.0,"[('굳세게', 'Adjective'), ('함', 'Noun')]",2
굳세고,2.0,"[('굳세고', 'Adjective')]",1
굳세고 야무지다,2.0,"[('굳세고', 'Adjective'), ('야무지다', 'Adjective')]",2
굳세다,2.0,"[('굳세다', 'Adjective')]",1
굳센 기상이,2.0,"[('굳', 'Adjective'), ('센', 'Verb'), ('기상', 'Noun'), ('이', 'Josa')]",4
굳어지다,-1.0,"[('굳어지다', 'Verb')]",1
굳은,0.0,"[('굳은', 'Adjective')]",1
굳은 상태로,0.0,"[('굳은', 'Adjective'), ('상태', 'Noun'), ('로', 'Josa')]",3
굳지 못하고,-1.0,"[('굳지', 'Adjective'), ('못', 'Noun'), ('하고', 'Josa')]",3
굳지 못하여,-1.0,"[('굳지', 'Adjective'), ('못', 'VerbPrefix'), ('하여', 'Verb')]",3
굴복시킴,-1.0,"[('굴복시킴', 'Noun')]",1
굴복하지 않고,1.0,"[('굴복', 'Noun'), ('하지', 'Verb'), ('않고', 'Verb')]",3
굴욕,-2.0,"[('굴욕', 'Noun')]",1
굴욕감,-2.0,"[('굴욕', 'Noun'), ('감', 'Noun')]",2
굴욕을,-2.0,"[('굴욕', 'Noun'), ('을', 'Josa')]",2
굴욕을 당하거나,-2.0,"[('굴욕', 'Noun'), ('을', 'Josa'), ('당하거나', 'Adjective')]",3
굴욕을 당하여,-2.0,"[('굴욕', 'Noun'), ('을', 'Josa'), ('당하여', 'Adjective')]",3
