word,polarity,okt_word,pos_len
비틀거리다,-1.0,"[('비', 'Noun'), ('틀거리다', 'Verb')]",2
비틀거리며,-1.0,"[('비틀', 'Noun'), ('거리', 'Noun'), ('며', 'Josa')]",3
비틀거리면서 걷는,-1.0,"[('비틀', 'Noun'), ('거리', 'Noun'), ('면서', 'Noun'), ('걷는', 'Verb')]",4
비틀어지며,-1.0,"[('비틀어지며', 'Verb')]",1
비판,-1.0,"[('비판', 'Noun')]",1
비판되다,-1.0,"[('비판', 'Noun'), ('되다', 'Verb')]",2
비판이나,-1.0,"[('비판', 'Noun'), ('이나', 'Josa')]",2
비판이나 추궁을,-1.0,"[('비판', 'Noun'), ('이나', 'Josa'), ('추궁', 'Noun'), ('을', 'Josa')]",4
비판하다,-1.0,"[('비판', 'Noun'), ('하다', 'Verb')]",2
비판함,-1.0,"[('비판', 'Noun'), ('함', 'Noun')]",2
비평,-1.0,"[('비평', 'Noun')]",1
비합리적,-2.0,"[('비합리적', 'Noun')]",1
비합리적인,-1.0,"[('비합리적', 'Noun'), ('인', 'Josa')]",2
비현실,-2.0,"[('비', 'Noun'), ('현실', 'Noun')]",2
비현실적,-2.0,"[('비현실적', 'Noun')]",1
비효율,-2.0,"[('비', 'Noun'), ('효율', 'Noun')]",2
비효율적,-2.0,"[('비', 'Noun'), ('효율', 'Noun'), ('적', 'Suffix')]",3
빈대,-2.0,"[('빈대', 'Noun')]",1
빈둥거리는,-1.0,"[('빈둥거리', 'Noun'), ('는', 'Josa')]",2
빈둥거리는 모양,-1.0,"[('빈둥거리', 'Noun'), ('는', 'Josa'), ('모양', 'Noun')]",3
빈둥거리다,-1.0,"[('빈둥거리', 'Noun'), ('다', 'Josa')]",2
빈둥빈둥,-1.0,"[('빈둥빈둥', 'Noun')]",1
빈둥빈둥 놀다,-1.0,"[('빈둥빈둥', 'Noun'), ('놀다', 'Verb')]",2
빈둥빈둥하는,-1.0,"[('빈둥빈둥하', 'Noun'), ('는', 'Josa')]",2
빈둥빈둥하는 모양,-1.0,"[('빈둥빈둥하', 'Noun'), ('는', 'Josa'), ('모양', 'Noun')]",3
빈둥빈둥하다,-1.0,"[('빈둥빈둥하', 'Noun'), ('다', 'Josa')]",2
빈정거리는,-2.0,"[('빈정거리는', 'Verb')]",1
빈정거리는 모양,-2.0,"[('빈정거리는', 'Verb'), ('모양', 'Noun')]",2
빈정거리는 태도로,-2.0,"[('빈정거리는', 'Verb'), ('태도', 'Noun'), ('로', 'Josa')]",3
빈정거리다,-2.0,"[('빈정거리다', 'Verb')]",1
빈정거리며,-2.0,"[('빈정거리며', 'Verb')]",1
빈정거리며 놀리는,-2.0,"[('빈정거리며', 'Verb'), ('놀리는', 'Verb')]",2
빈정거리며 놀리다,-2.0,"[('빈정거리며', 'Verb'), ('놀리다', 'Verb')]",2
빈정거리며 자꾸,-2.0,"[('빈정거리며', 'Verb'), ('자꾸', 'Noun')]",2
빈정거릴,-2.0,"[('빈정거릴', 'Verb')]",1
빈정거릴 때,-2.0,"[('빈정거릴', 'Verb'), ('때', 'Noun')]",2
빈틈없고,1.0,"[('빈틈', 'Noun'), ('없고', 'Adjective')]",2
빈틈없고 야무지다,1.0,"[('빈틈', 'Noun'), ('없고', 'Adjective'), ('야무지다', 'Adjective')]",3
빈혈,-1.0,"[('빈혈', 'Noun')]",1
빈혈 증상,-1.0,"[('빈혈', 'Noun'), ('증상', 'Noun')]",2
빌빌대다,-2.0,"[('빌', 'Verb'), ('빌', 'Verb'), ('대다', 'Verb')]",3
빌빌하는,-2.0,"[('빌', 'Verb'), ('빌하는', 'Verb')]",2
빌빌하는 모양,-2.0,"[('빌', 'Verb'), ('빌하는', 'Verb'), ('모양', 'Noun')]",3
빌빌하다,-2.0,"[('빌', 'Verb'), ('빌하다', 'Verb')]",2
빙긋거리다,1.0,"[('빙긋', 'Noun'), ('거리', 'Noun'), ('다', 'Josa')]",3
빙긋대다,1.0,"[('빙긋대다', 'Verb')]",1
빚,-2.0,"[('빚', 'Noun')]",1
빚을,-2.0,"[('빚', 'Noun'), ('을', 'Josa')]",2
빚을 짐,-2.0,"[('빚', 'Noun'), ('을', 'Josa'), ('짐', 'Noun')]",3
빚지다,-2.0,"[('빚', 'Noun'), ('지다', 'Noun')]",2
빛,1.0,"[('빛', 'Noun')]",1
빛깔이 야단스럽게,-1.0,"[('빛깔', 'Noun'), ('이', 'Josa'), ('야단', 'Noun'), ('스럽게', 'Josa')]",4
빛나고,1.0,"[('빛나고', 'Verb')]",1
빛나고 아름다운,2.0,"[('빛나고', 'Verb'), ('아름다운', 'Adjective')]",2
빛나고 환하게,1.0,"[('빛나고', 'Verb'), ('환하게', 'Adjective')]",2
빛나는 재주,2.0,"[('빛나는', 'Verb'), ('재주', 'Noun')]",2
빛나며,1.0,"[('빛나며', 'Verb')]",1
빛나며 곱고,2.0,"[('빛나며', 'Verb'), ('곱', 'Noun'), ('고', 'Josa')]",3
빛을 잃어,-2.0,"[('빛', 'Noun'), ('을', 'Josa'), ('잃어', 'Verb')]",3
빠듯하게,-1.0,"[('빠듯하', 'Noun'), ('게', 'Josa')]",2
빠뜨려 흘리다,-1.0,"[('빠뜨려', 'Verb'), ('흘리다', 'Verb')]",2
빠르고 시원스러운,2.0,"[('빠르고', 'Adjective'), ('시원스러운', 'Adjective')]",2
빠르다,1.0,"[('빠르다', 'Adjective')]",1
빠지직대다,-1.0,"[('빠지', 'Verb'), ('직', 'Noun'), ('대', 'Suffix'), ('다', 'Josa')]",4
빠트리다,-1.0,"[('빠트리', 'Noun'), ('다', 'Josa')]",2
빡도네,-2.0,"[('빡도', 'Noun'), ('네', 'Josa')]",2
빡돌다,-2.0,"[('빡돌다', 'Noun')]",1
빡세네,-2.0,"[('빡세', 'Noun'), ('네', 'Josa')]",2
빡세다,-2.0,"[('빡세', 'Noun'), ('다', 'Josa')]",2
빡치네,-2.0,"[('빡치네', 'Adjective')]",1
빡치다,-2.0,"[('빡치다', 'Adjective')]",1
빤빤스럽게,-2.0,"[('빤', 'Verb'), ('빤스럽게', 'Verb')]",2
빤빤스럽게 놀기만,-2.0,"[('빤', 'Verb'), ('빤스럽게', 'Verb'), ('놀기만', 'Verb')]",3
빤빤스럽고,-2.0,"[('빤', 'Verb'), ('빤', 'Verb'), ('스럽고', 'Adjective')]",3
빤빤스럽고 얄밉게,-2.0,"[('빤', 'Verb'), ('빤', 'Verb'), ('스럽고', 'Adjective'), ('얄밉게', 'Adjective')]",4
빤빤하게,-2.0,"[('빤', 'Verb'), ('빤하게', 'Verb')]",2
빤빤하게 생긴,-2.0,"[('빤', 'Verb'), ('빤하게', 'Verb'), ('생긴', 'Verb')]",3
빵꾸똥꾸,-1.0,"[('빵꾸똥꾸', 'Noun')]",1
빵셔틀,-1.0,"[('빵셔틀', 'Noun')]",1
빼돌려,-2.0,"[('빼', 'Noun'), ('돌려', 'Verb')]",2
빼돌려 내다,-2.0,"[('빼', 'Noun'), ('돌려', 'Verb'), ('내다', 'Verb')]",3
빼앗거나,-2.0,"[('빼앗거나', 'Verb')]",1
빼앗기,-2.0,"[('빼앗기', 'Verb')]",1
빼앗기거나,-2.0,"[('빼앗기거나', 'Verb')]",1
빼앗기고,-2.0,"[('빼앗기고', 'Verb')]",1
빼앗는,-2.0,"[('빼앗는', 'Verb')]",1
빼앗는 돈을,-2.0,"[('빼앗는', 'Verb'), ('돈', 'Noun'), ('을', 'Josa')]",3
빼앗는 일,-1.0,"[('빼앗는', 'Verb'), ('일', 'Noun')]",2
빼앗는 짓,-1.0,"[('빼앗는', 'Verb'), ('짓', 'Noun')]",2
빼앗는 짓을,-2.0,"[('빼앗는', 'Verb'), ('짓', 'Noun'), ('을', 'Josa')]",3
빼앗다,-2.0,"[('빼앗다', 'Verb')]",1
빼앗아,-2.0,"[('빼앗아', 'Verb')]",1
빼앗아 가지다,-2.0,"[('빼앗아', 'Verb'), ('가지', 'Noun'), ('다', 'Josa')]",3
빼앗아 내다,-2.0,"[('빼앗아', 'Verb'), ('내다', 'Verb')]",2
빼앗아 버리다,-2.0,"[('빼앗아', 'Verb'), ('버리다', 'Verb')]",2
빼앗아 차지함,-1.0,"[('빼앗아', 'Verb'), ('차지', 'Noun'), ('함', 'Noun')]",3
빼앗으려고,-2.0,"[('빼앗으려고', 'Verb')]",1
빼앗으려고 벼르다,-2.0,"[('빼앗으려고', 'Verb'), ('벼르', 'Noun'), ('다', 'Josa')]",3
빼어나게,2.0,"[('빼어나게', 'Adjective')]",1
빼어나게 아름다운,2.0,"[('빼어나게', 'Adjective'), ('아름다운', 'Adjective')]",2
빼어나게 좋음,2.0,"[('빼어나게', 'Adjective'), ('좋음', 'Adjective')]",2
빼어나다,2.0,"[('빼어나다', 'Adjective')]",1
빼어난,2.0,"[('빼어난', 'Adjective')]",1
빼어난 능력,2.0,"[('빼어난', 'Adjective'), ('능력', 'Noun')]",2
뺀질대다,-2.0,"[('뺀질', 'Verb'), ('대다', 'Verb')]",2
뺨이 붓고,-1.0,"[('뺨', 'Noun'), ('이', 'Josa'), ('붓고', 'Verb')]",3
뻐근하게,-1.0,"[('뻐근하게', 'Adjective')]",1
뻐근하게 아픈,-1.0,"[('뻐근하게', 'Adjective'), ('아픈', 'Adjective')]",2
뻑뻑하지 아니하게,1.0,"[('뻑뻑', 'Noun'), ('하지', 'Verb'), ('아니하게', 'Adjective')]",3
뻑적지근하다,-1.0,"[('뻑', 'Noun'), ('적', 'Suffix'), ('지근', 'Noun'), ('하', 'Suffix'), ('다', 'Josa')]",5
뻔뻔스러운,-2.0,"[('뻔뻔스러운', 'Adjective')]",1
뻔뻔스럽게,-2.0,"[('뻔뻔스럽게', 'Adjective')]",1
뻔뻔스럽게 놀기만,-2.0,"[('뻔뻔스럽게', 'Adjective'), ('놀기만', 'Verb')]",2
뻔뻔스럽고,-2.0,"[('뻔뻔스럽고', 'Adjective')]",1
뻔뻔하게,-2.0,"[('뻔', 'Noun'), ('뻔하게', 'Adjective')]",2
뻔뻔하다,-2.0,"[('뻔', 'Noun'), ('뻔하다', 'Adjective')]",2
뻔뻔한,-1.0,"[('뻔', 'Noun'), ('뻔한', 'Adjective')]",2
뼈마디가 아프며,-2.0,"[('뼈마디', 'Noun'), ('가', 'Josa'), ('아프며', 'Adjective')]",3
뼈마디가 저리고,-2.0,"[('뼈마디', 'Noun'), ('가', 'Josa'), ('저리', 'Noun'), ('고', 'Josa')]",4
뽀록,1.0,"[('뽀록', 'Noun')]",1
뽀얀,1.0,"[('뽀얀', 'Adjective')]",1
뽀얀 모양,1.0,"[('뽀얀', 'Adjective'), ('모양', 'Noun')]",2
뽐내는,1.0,"[('뽐내는', 'Verb')]",1
뽐내는 모양,1.0,"[('뽐내는', 'Verb'), ('모양', 'Noun')]",2
뽐내다,1.0,"[('뽐내다', 'Verb')]",1
뽐낼,1.0,"[('뽐낼', 'Verb')]",1
뽐낼 만한,1.0,"[('뽐낼', 'Verb'), ('만', 'Noun'), ('한', 'Josa')]",3
뽑히지 못하다,-1.0,"[('뽑히지', 'Verb'), ('못', 'VerbPrefix'), ('하다', 'Verb')]",3
뿌듯하다,2.0,"[('뿌듯하다', 'Adjective')]",1
뿌듯함,2.0,"[('뿌듯함', 'Adjective')]",1
삐딱거리다,-2.0,"[('삐', 'Noun'), ('딱', 'Modifier'), ('거리', 'Noun'), ('다', 'Josa')]",4
삐딱대다,-2.0,"[('삐', 'Noun'), ('딱', 'VerbPrefix'), ('대다', 'Verb')]",3
삐딱하다,-2.0,"[('삐', 'Noun'), ('딱하다', 'Adjective')]",2
삐뚤거리다,-2.0,"[('삐뚤거리다', 'Adjective')]",1
삐뚤대다,-2.0,"[('삐뚤', 'Adjective'), ('대다', 'Verb')]",2
삐뚤어져서,-2.0,"[('삐뚤어져서', 'Verb')]",1
삐뚤어져서 가지런하지,-2.0,"[('삐뚤어져서', 'Verb'), ('가지런하지', 'Adjective')]",2
삐뚤어지다,-2.0,"[('삐뚤어지다', 'Verb')]",1
삐죽대다,-2.0,"[('삐죽', 'Adjective'), ('대다', 'Verb')]",2
삐죽삐죽,-2.0,"[('삐죽', 'Adjective'), ('삐죽', 'Adjective')]",2
삐죽삐죽 투박한,-2.0,"[('삐죽', 'Adjective'), ('삐죽', 'Adjective'), ('투', 'Noun'), ('박한', 'Adjective')]",4
삐죽이,-2.0,"[('삐죽이', 'Adjective')]",1
ㅄ,-1.0,"[('ㅄ', 'KoreanParticle')]",1
ㅅㅂ,-1.0,"[('ㅅㅂ', 'KoreanParticle')]",1
ㅅㅅ,1.0,"[('ㅅㅅ', 'KoreanParticle')]",1
사건에 적극적으로,1.0,"[('사건', 'Noun'), ('에', 'Josa'), ('적극', 'Noun'), ('적', 'Suffix'), ('으로', 'Josa')]",5
사고가,0.0,"[('사고', 'Noun'), ('가', 'Josa')]",2
사고가 없다,1.0,"[('사고', 'Noun'), ('가', 'Josa'), ('없다', 'Adjective')]",3
사고나,-1.0,"[('사고', 'Noun'), ('나', 'Josa')]",2
사고나 병,-1.0,"[('사고', 'Noun'), ('나', 'Josa'), ('병', 'Noun')]",3
사고나다,-2.0,"[('사고나다', 'Verb')]",1
사고를 당하여,-2.0,"[('사고', 'Noun'), ('를', 'Josa'), ('당하여', 'Adjective')]",3
사교적,1.0,"[('사교', 'Noun'), ('적', 'Suffix')]",2
사교적이다,1.0,"[('사교', 'Noun'), ('적', 'Suffix'), ('이다', 'Josa')]",3
사교적인,1.0,"[('사교', 'Noun'), ('적', 'Suffix'), ('인', 'Josa')]",3
사귀다,1.0,"[('사귀다', 'Verb')]",1
사귀어,1.0,"[('사귀어', 'Verb')]",1
사나우며,-1.0,"[('사', 'Modifier'), ('나우', 'Noun'), ('며', 'Josa')]",3
사나운,-1.0,"[('사나운', 'Adjective')]",1
사나운 기색이,-1.0,"[('사나운', 'Adjective'), ('기색', 'Noun'), ('이', 'Josa')]",3
사나운 모양,-1.0,"[('사나운', 'Adjective'), ('모양', 'Noun')]",2
사나운 사람,-1.0,"[('사나운', 'Adjective'), ('사람', 'Noun')]",2
사나운 사람을,-1.0,"[('사나운', 'Adjective'), ('사람', 'Noun'), ('을', 'Josa')]",3
사나운 짐승,-1.0,"[('사나운', 'Adjective'), ('짐승', 'Noun')]",2
사나운 짓을,-1.0,"[('사나운', 'Adjective'), ('짓', 'Noun'), ('을', 'Josa')]",3
사납거나,-1.0,"[('사납거나', 'Adjective')]",1
사납거나 불길하다,-2.0,"[('사납거나', 'Adjective'), ('불길하다', 'Adjective')]",2
사납게,-1.0,"[('사납게', 'Adjective')]",1
사납게 되다,-1.0,"[('사납게', 'Adjective'), ('되다', 'Verb')]",2
사납게 맞서서,-1.0,"[('사납게', 'Adjective'), ('맞서서', 'Verb')]",2
사납게 성을,-1.0,"[('사납게', 'Adjective'), ('성', 'Noun'), ('을', 'Josa')]",3
사납게 우는,-1.0,"[('사납게', 'Adjective'), ('우는', 'Verb')]",2
사납게 울다,-1.0,"[('사납게', 'Adjective'), ('울다', 'Verb')]",2
사납게 흘겨보는,-1.0,"[('사납게', 'Adjective'), ('흘겨보는', 'Verb')]",2
사납고,-1.0,"[('사납고', 'Adjective')]",1
사납고 무서운,-2.0,"[('사납고', 'Adjective'), ('무서운', 'Adjective')]",2
사납다,-1.0,"[('사납다', 'Adjective')]",1
사납던,-1.0,"[('사납던', 'Adjective')]",1
사늘한,-1.0,"[('사늘한', 'Adjective')]",1
사늘한 기운이,-1.0,"[('사늘한', 'Adjective'), ('기운', 'Noun'), ('이', 'Josa')]",3
사늘한 느낌이,-1.0,"[('사늘한', 'Adjective'), ('느낌', 'Noun'), ('이', 'Josa')]",3
사라져 없어짐,-1.0,"[('사라져', 'Verb'), ('없어짐', 'Verb')]",2
사람과 대립하는,-1.0,"[('사람과', 'Noun'), ('대립', 'Noun'), ('하는', 'Verb')]",3
사람다운,1.0,"[('사람', 'Noun'), ('다운', 'Noun')]",2
사람답지 못함,-2.0,"[('사람', 'Noun'), ('답지', 'Noun'), ('못', 'VerbPrefix'), ('함', 'Verb')]",4
사람됨이 야무지다,2.0,"[('사람', 'Noun'), ('됨이', 'Verb'), ('야무지다', 'Adjective')]",3
사람됨이 좋은,2.0,"[('사람', 'Noun'), ('됨이', 'Verb'), ('좋은', 'Adjective')]",3
사람들과 어울려,2.0,"[('사람', 'Noun'), ('들', 'Suffix'), ('과', 'Josa'), ('어울려', 'Verb')]",4
사람들이 시끄럽게,-1.0,"[('사람', 'Noun'), ('들', 'Suffix'), ('이', 'Josa'), ('시끄럽게', 'Adjective')]",4
사람들이 어수선하게,-1.0,"[('사람', 'Noun'), ('들', 'Suffix'), ('이', 'Josa'), ('어수선하게', 'Adjective')]",4
사람에게 베풀거나,2.0,"[('사람', 'Noun'), ('에게', 'Josa'), ('베풀거나', 'Verb')]",3
사람을 감동시킬,2.0,"[('사람', 'Noun'), ('을', 'Josa'), ('감동', 'Noun'), ('시킬', 'Verb')]",4
사람을 구원하다,2.0,"[('사람', 'Noun'), ('을', 'Josa'), ('구원', 'Noun'), ('하다', 'Verb')]",4
사람을 귀엽게,2.0,"[('사람', 'Noun'), ('을', 'Josa'), ('귀엽게', 'Adjective')]",3
사람을 낮잡아,-2.0,"[('사람', 'Noun'), ('을', 'Josa'), ('낮', 'Noun'), ('잡아', 'Verb')]",4
사람을 내쫓아,-2.0,"[('사람', 'Noun'), ('을', 'Josa'), ('내쫓아', 'Verb')]",3
사람을 몸져눕게,-2.0,"[('사람', 'Noun'), ('을', 'Josa'), ('몸', 'Noun'), ('져', 'Verb'), ('눕게', 'Verb')]",5
사람을 못살게,-2.0,"[('사람', 'Noun'), ('을', 'Josa'), ('못', 'VerbPrefix'), ('살게', 'Verb')]",4
사람을 소중하게,2.0,"[('사람', 'Noun'), ('을', 'Josa'), ('소중하게', 'Adjective')]",3
사람을 속이며,-2.0,"[('사람', 'Noun'), ('을', 'Josa'), ('속', 'Noun'), ('이며', 'Josa')]",4
사람을 아끼고,2.0,"[('사람', 'Noun'), ('을', 'Josa'), ('아끼고', 'Verb')]",3
사람을 아끼어,2.0,"[('사람', 'Noun'), ('을', 'Josa'), ('아끼어', 'Verb')]",3
사람을 업신여기는,-2.0,"[('사람', 'Noun'), ('을', 'Josa'), ('업신', 'Verb'), ('여기는', 'Verb')]",4
사람을 위협하거나,-2.0,"[('사람', 'Noun'), ('을', 'Josa'), ('위협', 'Noun'), ('하', 'Suffix'), ('거나', 'Noun')]",5
사람을 처벌하여,-2.0,"[('사람', 'Noun'), ('을', 'Josa'), ('처벌', 'Noun'), ('하여', 'Verb')]",4
사람의 업적과,2.0,"[('사람', 'Noun'), ('의', 'Josa'), ('업적', 'Noun'), ('과', 'Josa')]",4
사람의 죽음을,-2.0,"[('사람', 'Noun'), ('의', 'Josa'), ('죽음', 'Noun'), ('을', 'Josa')]",4
사람의 착함을,2.0,"[('사람', 'Noun'), ('의', 'Josa'), ('착함을', 'Adjective')]",3
사람이 병이나,-2.0,"[('사람', 'Noun'), ('이', 'Josa'), ('병', 'Noun'), ('이나', 'Josa')]",4
사람이 섭섭하게,-1.0,"[('사람', 'Noun'), ('이', 'Josa'), ('섭섭하게', 'Adjective')]",3
사람이 좋아하여,2.0,"[('사람', 'Noun'), ('이', 'Josa'), ('좋아하여', 'Adjective')]",3
사람이 죽어서,-2.0,"[('사람', 'Noun'), ('이', 'Josa'), ('죽어서', 'Verb')]",3
사람이나 짐승을 죽이다,-2.0,"[('사람', 'Noun'), ('이나', 'Josa'), ('짐승', 'Noun'), ('을', 'Josa'), ('죽', 'Noun'), ('이다', 'Josa')]",6
사랑,2.0,"[('사랑', 'Noun')]",1
사랑겹다,2.0,"[('사랑', 'Noun'), ('겹', 'Noun'), ('다', 'Adverb')]",3
사랑과,1.0,"[('사랑', 'Noun'), ('과', 'Josa')]",2
사랑과 은혜,2.0,"[('사랑', 'Noun'), ('과', 'Josa'), ('은혜', 'Noun')]",3
사랑과 은혜를,2.0,"[('사랑', 'Noun'), ('과', 'Josa'), ('은혜', 'Noun'), ('를', 'Josa')]",4
사랑꾼,2.0,"[('사랑', 'Noun'), ('꾼', 'Suffix')]",2
사랑둥이,2.0,"[('사랑둥이', 'Noun')]",1
사랑받고,2.0,"[('사랑받고', 'Verb')]",1
사랑받고 칭찬받다,2.0,"[('사랑받고', 'Verb'), ('칭찬', 'Noun'), ('받다', 'Verb')]",3
사랑받다,2.0,"[('사랑받다', 'Verb')]",1
사랑스러운,2.0,"[('사랑스러운', 'Adjective')]",1
사랑스러움,2.0,"[('사랑스러', 'Adjective'), ('움', 'Noun')]",2
사랑스럽거나,2.0,"[('사랑스럽거나', 'Adjective')]",1
사랑스럽거나 귀엽다,2.0,"[('사랑스럽거나', 'Adjective'), ('귀엽다', 'Adjective')]",2
사랑스럽게,2.0,"[('사랑', 'Noun'), ('스럽게', 'Josa')]",2
사랑스럽게 부르는,2.0,"[('사랑', 'Noun'), ('스럽게', 'Josa'), ('부르는', 'Verb')]",3
사랑스럽게 이르는,2.0,"[('사랑', 'Noun'), ('스럽게', 'Josa'), ('이르는', 'Verb')]",3
사랑스럽다,2.0,"[('사랑스럽다', 'Adjective')]",1
사랑스레,2.0,"[('사', 'Modifier'), ('랑스', 'Noun'), ('레', 'Noun')]",3
사랑으로,2.0,"[('사랑', 'Noun'), ('으로', 'Josa')]",2
사랑을,1.0,"[('사랑', 'Noun'), ('을', 'Josa')]",2
사랑을 느낄,1.0,"[('사랑', 'Noun'), ('을', 'Josa'), ('느낄', 'Verb')]",3
사랑을 받는,2.0,"[('사랑', 'Noun'), ('을', 'Josa'), ('받는', 'Verb')]",3
사랑을 받아,2.0,"[('사랑', 'Noun'), ('을', 'Josa'), ('받아', 'Verb')]",3
사랑을 표현하는,1.0,"[('사랑', 'Noun'), ('을', 'Josa'), ('표현', 'Noun'), ('하는', 'Verb')]",4
사랑의,2.0,"[('사랑', 'Noun'), ('의', 'Josa')]",2
사랑의 마음,2.0,"[('사랑', 'Noun'), ('의', 'Josa'), ('마음', 'Noun')]",3
사랑이,1.0,"[('사랑', 'Noun'), ('이', 'Josa')]",2
사랑이 담긴,2.0,"[('사랑', 'Noun'), ('이', 'Josa'), ('담긴', 'Verb')]",3
사랑이다,2.0,"[('사랑', 'Noun'), ('이다', 'Josa')]",2
사랑하거나,2.0,"[('사랑', 'Noun'), ('하', 'Suffix'), ('거나', 'Noun')]",3
사랑하거나 끌리어서,2.0,"[('사랑', 'Noun'), ('하', 'Suffix'), ('거나', 'Noun'), ('끌리어서', 'Verb')]",4
사랑하고,2.0,"[('사랑', 'Noun'), ('하고', 'Josa')]",2
사랑하고 소중히,2.0,"[('사랑', 'Noun'), ('하고', 'Josa'), ('소중히', 'Adjective')]",3
사랑하고 좋아함,2.0,"[('사랑', 'Noun'), ('하고', 'Josa'), ('좋아함', 'Adjective')]",3
사랑하고 즐기는,2.0,"[('사랑', 'Noun'), ('하고', 'Josa'), ('즐기는', 'Verb')]",3
사랑하고 칭찬하다,2.0,"[('사랑', 'Noun'), ('하고', 'Josa'), ('칭찬', 'Noun'), ('하다', 'Verb')]",4
사랑하는,2.0,"[('사랑', 'Noun'), ('하는', 'Verb')]",2
사랑하는 마음,2.0,"[('사랑', 'Noun'), ('하는', 'Verb'), ('마음', 'Noun')]",3
사랑하는 사람,2.0,"[('사랑', 'Noun'), ('하는', 'Verb'), ('사람', 'Noun')]",3
사랑하는 태도를,1.0,"[('사랑', 'Noun'), ('하는', 'Verb'), ('태도', 'Noun'), ('를', 'Josa')]",4
사랑하다,2.0,"[('사랑', 'Noun'), ('하다', 'Verb')]",2
사랑하여,2.0,"[('사랑', 'Noun'), ('하여', 'Verb')]",2
사랑함,2.0,"[('사랑', 'Noun'), ('함', 'Noun')]",2
사랑해,2.0,"[('사랑', 'Noun'), ('해', 'Verb')]",2
사로잡다,1.0,"[('사로잡다', 'Verb')]",1
사리를 밝혀,1.0,"[('사리', 'Noun'), ('를', 'Josa'), ('밝혀', 'Verb')]",3
사리를 분별할 여유가 없다,-1.0,"[('사리', 'Noun'), ('를', 'Josa'), ('분별', 'Noun'), ('할', 'Verb'), ('여유', 'Noun'), ('가', 'Josa'), ('없다', 'Adjective')]",7
사리를 분별할 여유가 없이,-1.0,"[('사리', 'Noun'), ('를', 'Josa'), ('분별', 'Noun'), ('할', 'Verb'), ('여유', 'Noun'), ('가', 'Josa'), ('없이', 'Adverb')]",7
사리에 맞게,2.0,"[('사리', 'Noun'), ('에', 'Josa'), ('맞게', 'Verb')]",3
사리에 맞고,2.0,"[('사리', 'Noun'), ('에', 'Josa'), ('맞고', 'Verb')]",3
사리에 밝고,1.0,"[('사리', 'Noun'), ('에', 'Josa'), ('밝고', 'Verb')]",3
사리에 밝은,2.0,"[('사리', 'Noun'), ('에', 'Josa'), ('밝은', 'Verb')]",3
사리에 밝음,2.0,"[('사리', 'Noun'), ('에', 'Josa'), ('밝음', 'Verb')]",3
사리에 어긋나게,-2.0,"[('사리', 'Noun'), ('에', 'Josa'), ('어긋나게', 'Noun')]",3
사리에 어두운,-2.0,"[('사리', 'Noun'), ('에', 'Josa'), ('어', 'Noun'), ('두운', 'Noun')]",4
사리에 어두운 사람,-2.0,"[('사리', 'Noun'), ('에', 'Josa'), ('어', 'Noun'), ('두운', 'Noun'), ('사람', 'Noun')]",5
사리에 어두워,-1.0,"[('사리', 'Noun'), ('에', 'Josa'), ('어두워', 'Adjective')]",3
사망하다,-2.0,"[('사망', 'Noun'), ('하다', 'Verb')]",2
사멸하는,-2.0,"[('사멸', 'Noun'), ('하는', 'Verb')]",2
사멸하는 것,-2.0,"[('사멸', 'Noun'), ('하는', 'Verb'), ('것', 'Noun')]",3
사모,2.0,"[('사모', 'Noun')]",1
사모하다,2.0,"[('사모', 'Noun'), ('하다', 'Verb')]",2
사모하여,2.0,"[('사모', 'Noun'), ('하여', 'Verb')]",2
사모하여 동경함,2.0,"[('사모', 'Noun'), ('하여', 'Verb'), ('동경', 'Noun'), ('함', 'Noun')]",4
사모함,2.0,"[('사', 'Modifier'), ('모함', 'Noun')]",2
사무치게 미워하는,-2.0,"[('사무치게', 'Verb'), ('미워하는', 'Adjective')]",2
사무치게 미워하다,-2.0,"[('사무치게', 'Verb'), ('미워하다', 'Adjective')]",2
사무치게 미워함,-2.0,"[('사무치게', 'Verb'), ('미워함', 'Adjective')]",2
사물에 밝은,1.0,"[('사물', 'Noun'), ('에', 'Josa'), ('밝은', 'Verb')]",3
사뿐사뿐하다,1.0,"[('사뿐', 'Noun'), ('사뿐하다', 'Adjective')]",2
사뿐하다,1.0,"[('사뿐하다', 'Adjective')]",1
사사로운 분노,-2.0,"[('사사로운', 'Adjective'), ('분노', 'Noun')]",2
사사로움이 없다,1.0,"[('사', 'Modifier'), ('사', 'Modifier'), ('로움', 'Noun'), ('이', 'Josa'), ('없다', 'Adjective')]",5
사사로움이 없음,1.0,"[('사', 'Modifier'), ('사', 'Modifier'), ('로움', 'Noun'), ('이', 'Josa'), ('없음', 'Adjective')]",5
사세난연,-2.0,"[('사세난', 'Verb'), ('연', 'Noun')]",2
사세난연하다,-2.0,"[('사세난', 'Verb'), ('연하다', 'Adjective')]",2
사실을 긍정적으로,2.0,"[('사실', 'Noun'), ('을', 'Josa'), ('긍정', 'Noun'), ('적', 'Suffix'), ('으로', 'Josa')]",5
사실을 날조하여,-1.0,"[('사실', 'Noun'), ('을', 'Josa'), ('날조하여', 'Adjective')]",3
사실인 것처럼,-1.0,"[('사실', 'Noun'), ('인', 'Josa'), ('것', 'Noun'), ('처럼', 'Josa')]",4
사심없는,1.0,"[('사심', 'Noun'), ('없는', 'Adjective')]",2
사악하다,-2.0,"[('사악하다', 'Adjective')]",1
